"Region","Year","Plantation","PlantationMin","PlantationMax"
"BELUX",2012,5479,3835,7123
"BELUX",2013,5686,3980,7392
"BELUX",2014,5893,4125,7661
"BELUX",2015,6099,4269,7929
"BELUX",2016,6257,4380,8135
"BELUX",2017,6415,4491,8340
"BELUX",2018,6573,4601,8545
"BELUX",2019,6731,4712,8750
"BELUX",2020,6889,4822,8956
"BELUX",2021,7019,4913,9124
"BELUX",2022,7148,5004,9293
"BELUX",2023,7278,5094,9461
"BELUX",2024,7408,5185,9630
"BELUX",2025,7537,5276,9799
"BELUX",2026,7667,5367,9967
"BELUX",2027,7797,5458,10136
"BELUX",2028,7927,5549,10305
"BELUX",2029,8057,5640,10474
"BELUX",2030,8187,5731,10643
"BELUX",2031,8317,5822,10812
"BELUX",2032,8447,5913,10982
"BELUX",2033,8578,6004,11151
"BELUX",2034,8708,6095,11320
"BELUX",2035,8838,6187,11490
"BELUX",2036,8969,6278,11659
"BELUX",2037,9099,6369,11829
"BELUX",2038,9229,6460,11998
"BELUX",2039,9360,6552,12168
"BELUX",2040,9490,6643,12338
"BELUX",2041,9565,6696,12435
"BELUX",2042,9640,6748,12532
"BELUX",2043,9715,6800,12630
"BELUX",2044,9790,6853,12727
"BELUX",2045,9865,6905,12824
"BELUX",2046,9940,6958,12922
"BELUX",2047,10015,7010,13019
"BELUX",2048,10090,7063,13117
"BELUX",2049,10164,7115,13214
"BELUX",2050,10239,7167,13311
