"Region","Year","Plantation","PlantationMin","PlantationMax"
"NL",2012,10603,7422,13784
"NL",2013,11456,8019,14893
"NL",2014,12309,8616,16001
"NL",2015,13161,9213,17110
"NL",2016,13161,9213,17110
"NL",2017,13161,9213,17110
"NL",2018,13161,9213,17110
"NL",2019,13161,9213,17110
"NL",2020,13161,9213,17110
"NL",2021,13161,9213,17110
"NL",2022,13161,9213,17110
"NL",2023,13161,9213,17110
"NL",2024,13161,9213,17110
"NL",2025,13161,9213,17110
"NL",2026,13161,9213,17110
"NL",2027,13161,9213,17110
"NL",2028,13161,9213,17110
"NL",2029,13161,9213,17110
"NL",2030,13161,9213,17110
"NL",2031,13161,9213,17110
"NL",2032,13161,9213,17110
"NL",2033,13161,9213,17110
"NL",2034,13161,9213,17110
"NL",2035,13161,9213,17110
"NL",2036,13161,9213,17110
"NL",2037,13161,9213,17110
"NL",2038,13161,9213,17110
"NL",2039,13161,9213,17110
"NL",2040,13161,9213,17110
"NL",2041,13161,9213,17110
"NL",2042,13161,9213,17110
"NL",2043,13161,9213,17110
"NL",2044,13161,9213,17110
"NL",2045,13161,9213,17110
"NL",2046,13161,9213,17110
"NL",2047,13161,9213,17110
"NL",2048,13161,9213,17110
"NL",2049,13161,9213,17110
"NL",2050,13161,9213,17110
