"Region","Year","Plantation","PlantationMin","PlantationMax"
"IT",2012,214053,149837,278269
"IT",2013,217805,152463,283147
"IT",2014,221557,155090,288024
"IT",2015,225309,157716,292902
"IT",2016,227964,159575,296353
"IT",2017,230619,161433,299804
"IT",2018,233273,163291,303255
"IT",2019,235928,165149,306707
"IT",2020,238583,167008,310158
"IT",2021,240458,168320,312595
"IT",2022,242333,169633,315033
"IT",2023,244208,170945,317470
"IT",2024,246083,172258,319908
"IT",2025,247958,173570,322345
"IT",2026,249198,174439,323958
"IT",2027,250439,175307,325571
"IT",2028,251680,176176,327184
"IT",2029,252920,177044,328796
"IT",2030,254161,177912,330409
"IT",2031,254973,178481,331465
"IT",2032,255785,179049,332521
"IT",2033,256597,179618,333576
"IT",2034,257409,180186,334632
"IT",2035,258221,180755,335688
"IT",2036,258769,181138,336400
"IT",2037,259318,181522,337113
"IT",2038,259866,181906,337826
"IT",2039,260414,182290,338538
"IT",2040,260962,182673,339251
"IT",2041,261284,182899,339670
"IT",2042,261606,183124,340088
"IT",2043,261928,183350,340507
"IT",2044,262250,183575,340925
"IT",2045,262572,183800,341344
"IT",2046,262755,183928,341581
"IT",2047,262937,184056,341819
"IT",2048,263120,184184,342056
"IT",2049,263302,184312,342293
"IT",2050,263485,184439,342531
