ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-264283;-264285;-216680;-264285;0;293346;0;470000
0.85;-264196;-264284;-216719;-264284;0;298493;0;470000
0.9;-263400;-264242;-216722;-264243;-242854;298501;0;470000
0.91;-263166;-264210;-216722;-264218;-242851;298589;0;470000
0.92;-262841;-264163;-216722;-264173;-242848;298597;0;470000
0.93;-262394;-264088;-216744;-264097;-242845;298611;0;470000
0.94;-261877;-263966;-216744;-264002;-242836;298596;0;470000
0.95;-261222;-263721;-216744;-263789;-242825;298573;0;470000
0.96;-260779;-263522;-216744;-263555;-242805;298556;0;470000
0.97;-260579;-263353;-216719;-263374;-242779;298568;0;470000
0.98;-260429;-263112;-216722;-263166;-242707;298544;0;470000
0.99;-260093;-262841;-216722;-262937;-242657;298559;0;470000
1;-259728;-262476;-216722;-262602;-242611;298596;0;470000
1.01;-259292;-262079;-216722;-262178;-242542;298632;0;470000
1.02;-258561;-261441;-216744;-261576;-242466;298660;0;470000
1.03;-256439;-260867;-216744;-260989;-242347;299385;0;470000
1.04;-254281;-260643;-216745;-260691;-242213;299368;0;470000
1.05;-254257;-260477;-216744;-260523;-242040;299424;0;470000
1.06;-254242;-260207;-216745;-260307;-241932;299542;0;470000
1.07;-251177;-259851;-216745;-259969;-241889;299596;0;470000
1.08;-249971;-259459;-216757;-259586;-241854;299634;0;470000
1.09;-245700;-258943;-216757;-259055;-241776;299551;0;470000
1.1;-242855;-256894;-216745;-257706;-241681;298981;0;470000
1.15;-183333;-256846;-216744;-257706;-241671;298799;0;470000
1.2;0;-254279;-216722;-254370;-241497;301127;0;470000
