ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470000;-100002;0;0;470000;470001;470001;470002
0.85;470001;-100002;0;0;470001;470001;470002;470003
0.9;470001;-100003;0;0;470002;470002;470003;470004
0.91;470001;-100003;0;0;470002;470002;470003;470004
0.92;470002;-100003;0;0;470002;470003;470003;470004
0.93;470002;-100003;0;0;470002;470003;470003;470004
0.94;470002;-100003;0;0;470002;470003;470004;470005
0.95;470002;-100003;0;0;470002;470003;470004;470005
0.96;470002;-100004;0;0;470003;470003;470004;470005
0.97;470002;-100005;0;0;470003;470004;470004;470006
0.98;470003;-100005;0;0;470003;470004;470004;470006
0.99;470003;-100005;0;0;470003;470004;470005;470006
1;470003;-100005;0;0;470003;470004;470005;470007
1.01;470003;-100005;0;0;470004;470004;470005;470007
1.02;470003;-100005;0;0;470004;470005;470006;470007
1.03;470004;-100005;0;0;470004;470005;470006;470008
1.04;470004;-100005;0;0;470004;470005;470006;470008
1.05;470004;-100005;0;0;470004;470005;470007;470009
1.06;470004;-100005;0;0;470005;470006;470007;470009
1.07;470004;-100006;0;0;470005;470006;470007;470010
1.08;470005;-100006;0;0;470005;470006;470008;470010
1.09;470005;-100006;0;0;470005;470007;470008;470011
1.1;470005;-100006;0;0;470006;470007;470008;470011
1.15;470007;-100006;0;0;470007;470009;470011;470015
1.2;470008;-100008;0;0;470009;470011;470014;470019
