ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100056;-100061;-100064;0;-100077;0;-100111;-100122
0.85;-100030;-100033;-100035;0;-100044;-100046;-100063;-100070
0.9;-100019;-100020;-100021;0;-100025;-100026;-100036;-100040
0.91;-100017;-100018;-100019;0;-100023;-100024;-100032;-100036
0.92;-100016;-100017;-100018;0;-100021;-100022;-100029;-100032
0.93;-100014;-100015;-100016;0;-100019;-100020;-100026;-100029
0.94;-100012;-100013;-100014;0;-100018;-100019;-100024;-100026
0.95;-100011;-100012;-100013;0;-100017;-100017;-100022;-100024
0.96;-100010;-100011;-100011;0;-100014;-100016;-100020;-100022
0.97;-100009;-100009;-100010;0;-100013;-100013;-100018;-100020
0.98;-100008;-100008;-100009;0;-100011;-100013;-100017;-100019
0.99;-100007;-100007;-100008;0;-100010;-100011;-100015;-100017
1;-100006;-100006;-100007;0;-100009;-100010;-100014;-100016
1.01;-100005;-100006;-100006;0;-100008;-100009;-100012;-100014
1.02;-100004;-100005;-100005;0;-100007;-100007;-100011;-100013
1.03;-100004;-100004;-100005;0;-100006;-100007;-100010;-100011
1.04;-100003;-100004;-100004;0;-100006;-100006;-100009;-100010
1.05;-100003;-100003;-100004;0;-100005;-100005;-100008;-100009
1.06;-100003;-100003;-100003;0;-100004;-100005;-100007;-100008
1.07;-100002;-100002;-100003;0;-100004;-100004;-100006;-100007
1.08;-100002;-100002;-100002;0;-100003;-100003;-100005;-100006
1.09;-100002;-100002;-100002;0;-100003;-100003;-100004;-100006
1.1;-100001;-100002;-100002;0;-100003;-100003;-100004;-100005
1.15;-100001;-100001;-100001;0;-100001;-100001;-100002;-100003
1.2;-100000;-100000;-100000;0;-100000;-100000;-100001;-100001
