ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470004;-100009;-100038;0;0;0;0;0
0.85;470011;-100011;-100048;0;0;0;0;0
0.9;470030;-100013;-100057;0;0;0;0;0
0.91;470037;-100013;-100058;0;0;0;0;0
0.92;470048;-100014;-100061;0;0;0;0;0
0.93;470066;-100014;-100063;0;0;0;0;0
0.94;470117;-100015;-100067;0;0;0;0;0
0.95;470200;-100015;-100069;0;0;0;0;0
0.96;470314;-100016;-100072;0;0;0;0;0
0.97;470628;-100017;-100073;0;0;0;0;0
0.98;471146;-100017;-100075;0;0;0;0;0
0.99;471922;-100018;-100079;0;0;0;0;0
1;473628;-100018;-100081;0;0;0;0;0
1.01;476706;-100018;-100083;0;0;0;0;0
1.02;481192;-100020;-100086;0;0;0;0;0
1.03;484665;-100020;-100087;0;0;0;0;0
1.04;488409;-100021;-100089;0;0;0;0;0
1.05;494049;-100022;-100092;0;0;0;0;0
1.06;499999;-100023;-100094;0;0;0;0;0
1.07;503076;-100024;-100095;0;0;0;0;0
1.08;518549;-100024;-100099;0;0;0;0;0
1.09;535714;-100025;-100100;0;0;0;0;0
1.1;555886;-100025;-100103;0;0;0;0;0
1.15;630069;-100029;-100118;0;0;0;0;0
1.2;630446;-100035;-100135;0;0;0;0;0
