ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470000;0;0;0;342856;470000;470000;470001
0.85;470000;0;0;0;342856;470001;470001;470002
0.9;470001;0;0;0;342856;470001;470002;470002
0.91;470001;0;0;0;342856;470001;470002;470003
0.92;470001;0;0;0;342856;470001;470002;470003
0.93;470001;0;0;0;342856;470002;470002;470003
0.94;470001;0;0;0;342856;470002;470002;470003
0.95;470001;0;0;0;342856;470002;470002;470003
0.96;470001;0;0;0;342856;470002;470003;470004
0.97;470002;0;0;0;342856;470002;470003;470004
0.98;470002;0;0;0;342856;470002;470003;470004
0.99;470002;0;0;0;342856;470003;470003;470004
1;470002;0;0;0;342856;470003;470003;470005
1.01;470002;0;0;0;342856;470003;470004;470005
1.02;470002;0;0;0;342856;470003;470004;470005
1.03;470003;0;0;0;342856;470003;470004;470005
1.04;470003;0;0;0;342856;470004;470004;470006
1.05;470003;0;0;0;342856;470004;470004;470006
1.06;470003;0;0;0;342856;470004;470005;470006
1.07;470003;0;0;0;342856;470004;470005;470007
1.08;470003;0;0;0;342856;470004;470005;470007
1.09;470004;0;0;0;342856;470005;470005;470007
1.1;470004;0;0;0;342856;470005;470006;470008
1.15;470005;0;0;0;342856;470006;470007;470010
1.2;470006;0;0;0;342855;470008;470009;470013
