ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100272;-100282;-100306;-100325;-100281;-100340;-100347;-100374
0.85;-100176;-100184;-100199;-100211;-100190;-100222;-100228;-100247
0.9;-100112;-100119;-100134;-100144;-100134;-100151;-100156;-100169
0.91;-100101;-100107;-100119;-100131;-100116;-100140;-100145;-100157
0.92;-100091;-100097;-100107;-100117;-100106;-100127;-100132;-100146
0.93;-100082;-100087;-100097;-100106;-100098;-100114;-100118;-100133
0.94;-100074;-100079;-100088;-100096;-100089;-100103;-100108;-100120
0.95;-100067;-100071;-100079;-100087;-100080;-100093;-100098;-100109
0.96;-100061;-100065;-100071;-100078;-100072;-100085;-100088;-100099
0.97;-100056;-100059;-100065;-100071;-100066;-100077;-100080;-100090
0.98;-100051;-100054;-100060;-100065;-100061;-100069;-100072;-100081
0.99;-100046;-100049;-100055;-100059;-100056;-100064;-100066;-100074
1;-100041;-100044;-100050;-100054;-100050;-100058;-100061;-100068
1.01;-100038;-100040;-100045;-100049;-100047;-100054;-100056;-100062
1.02;-100035;-100037;-100041;-100045;-100043;-100049;-100051;-100057
1.03;1E+10;-100034;-100037;-100041;-100039;-100044;-100046;-100052
1.04;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.05;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.06;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.07;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.08;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
