ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100035;-100038;-100040;0;-100049;-100051;-100071;-100077
0.85;-100020;-100022;-100023;0;-100027;-100029;-100039;-100044
0.9;-100012;-100013;-100013;0;-100017;-100017;-100023;-100025
0.91;-100010;-100011;-100012;0;-100015;-100016;-100021;-100023
0.92;-100009;-100010;-100011;0;-100014;-100014;-100019;-100021
0.93;-100008;-100009;-100009;0;-100012;-100013;-100018;-100019
0.94;-100007;-100008;-100008;0;-100011;-100012;-100016;-100018
0.95;-100006;-100007;-100007;0;-100010;-100010;-100014;-100016
0.96;-100005;-100006;-100006;0;-100008;-100009;-100013;-100014
0.97;-100004;-100005;-100005;0;-100007;-100008;-100011;-100013
0.98;-100004;-100004;-100005;0;-100006;-100007;-100010;-100012
0.99;-100003;-100004;-100004;0;-100006;-100006;-100009;-100010
1;-100003;-100003;-100004;0;-100005;-100005;-100008;-100009
1.01;-100003;-100003;-100003;0;-100004;-100005;-100007;-100008
1.02;-100002;-100002;-100003;0;-100004;-100004;-100006;-100007
1.03;-100002;-100002;-100002;0;-100003;-100003;-100005;-100006
1.04;-100002;-100002;-100002;0;-100003;-100003;-100004;-100005
1.05;-100001;-100001;-100002;0;-100003;-100003;-100004;-100005
1.06;-100001;-100001;-100001;0;-100002;-100002;-100003;-100004
1.07;-100001;-100001;-100001;0;-100002;-100002;-100003;-100003
1.08;-100001;-100001;-100001;0;-100001;-100002;-100003;-100003
1.09;-100001;-100001;-100001;0;-100001;-100002;-100002;-100003
1.1;-100000;-100001;-100001;0;-100001;-100001;-100002;-100003
1.15;-100000;-100000;-100000;0;-100000;-100000;-100001;-100001
1.2;-100000;-100000;-100000;0;-100000;-100000;-100000;-100000
