"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"HU00","2050",4244941.07288244,1501393.94593642,154081.077103363
"HU00","2020",4560187.76058868,1535293.22811672,161160.342710089
"HU00","2025",4526683.99448637,1549547.06050988,155483.122075173
"HU00","2030",4493180.22838405,1563800.89290304,149805.901440258
"HU00","2035",4429085.80853819,1570523.57219942,144557.023007704
"HU00","2040",4364991.38869233,1577246.25149579,139308.14457515
"HU00","2045",4304966.23078738,1539320.09871611,146694.610839257
"HU10","2050",287181.728800254,90716.1894367241,15409.3466803205
"HU10","2020",311646.321051312,99322.2980486736,12783.6611474939
"HU10","2025",308529.591007025,99414.2896477537,13104.2623928244
"HU10","2030",305412.860962737,99506.281246834,13424.8636381549
"HU10","2035",302300.563565331,98344.7968860314,12628.8740767173
"HU10","2040",299188.266167926,97183.3125252289,11832.8845152798
"HU10","2045",293184.99748409,93949.7509809765,13621.1155978001
"HU21","2050",461291.816021865,169313.473803054,14114.1350936309
"HU21","2020",514701.434123403,159926.527390999,15866.6725780544
"HU21","2025",508611.827599209,163252.700125922,15219.7556830164
"HU21","2030",502522.221075015,166578.872860845,14572.8387879784
"HU21","2035",492853.230623465,168799.851993972,13977.7497284534
"HU21","2040",483184.240171916,171020.8311271,13382.6606689284
"HU21","2045",472238.02809689,170167.152465077,13748.3978812797
"HU22","2050",473528.332127716,130325.981939916,13412.7753317879
"HU22","2020",517980.769171648,132786.964575159,11875.7094550704
"HU22","2025",513639.696446364,135063.331461643,11642.9847319084
"HU22","2030",509298.62372108,137339.698348128,11410.2600087464
"HU22","2035",501189.303923956,137555.818192459,11264.2470076716
"HU22","2040",493079.984126831,137771.93803679,11118.2340065969
"HU22","2045",483304.158127273,134048.959988353,12265.5046691924
"HU23","2050",622597.422491258,180167.952505343,19479.1230841936
"HU23","2020",690797.16918968,170511.161133075,21120.8517818824
"HU23","2025",683030.261374539,174840.599740287,20357.5600259334
"HU23","2030",675263.353559398,179170.038347499,19594.2682699844
"HU23","2035",663321.196122451,181650.328549594,18868.4548530597
"HU23","2040",651379.038685505,184130.61875169,18142.6414361351
"HU23","2045",636988.230588382,182149.285628516,18810.8822601643
"HU31","2050",419450.511729795,264190.81456318,25017.9280941232
"HU31","2020",493548.887623595,254583.926916921,28514.0435112461
"HU31","2025",484095.01110022,261714.735800842,27184.7115692368
"HU31","2030",474641.134576844,268845.544684763,25855.3796272276
"HU31","2035",459133.91490543,273277.817962108,24690.4264956784
"HU31","2040",443626.695234015,277710.091239452,23525.4733641291
"HU31","2045",431538.603481905,270950.452901316,24271.7007291262
"HU32","2050",971759.322523426,374858.634727288,31688.6362240264
"HU32","2020",988463.374495401,410860.994612747,29259.5847347048
"HU32","2025",987118.256684928,408491.623792289,28872.6234098037
"HU32","2030",985773.138874455,406122.252971832,28485.6620849026
"HU32","2035",978909.596599857,403967.894193245,28377.0464151343
"HU32","2040",972046.054325259,401813.535414659,28268.430745366
"HU32","2045",971902.688424342,388336.085070974,29978.5334846962
"HU33","2050",1009131.93918813,291820.898960911,34959.1325952804
"HU33","2020",1043049.80493364,307301.355439143,41739.8195016367
"HU33","2025",1041659.35027408,306769.779941143,39101.2242624503
"HU33","2030",1040268.89561452,306238.204443142,36462.6290232638
"HU33","2035",1031378.0027977,306927.064422009,34750.2244309895
"HU33","2040",1022487.10998088,307615.924400875,33037.8198387151
"HU33","2045",1015809.5245845,299718.411680894,33998.4762169978
