"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"ES00","2050",9447018.26984029,13036763.6311461,6203951.27187017
"ES00","2020",12611706.9142802,12943042.6679708,4402646.44957408
"ES00","2025",12213366.3539737,13019479.100128,4569035.37716723
"ES00","2030",11815025.7936672,13095915.5322852,4735424.30476037
"ES00","2035",11480767.6223587,13019819.3300354,4842597.26120063
"ES00","2040",11146509.4510502,12943723.1277855,4949770.21764088
"ES00","2045",10296763.8604452,12990243.3794658,5576860.74475553
"ES11","2050",203752.524613588,729777.808340734,59821.0050163818
"ES11","2020",325320.989435717,765581.452175186,5748.98074063589
"ES11","2025",306844.972089546,767321.079467004,6839.75680643403
"ES11","2030",288368.954743374,769060.706758823,7930.53287223217
"ES11","2035",266027.549648162,761249.132629007,12131.9882879026
"ES11","2040",243686.14455295,753437.558499191,16333.4437035731
"ES11","2045",223719.334583269,741607.683419962,38077.2243599774
"ES12","2050",8600.43531537015,317418.633944295,18320.2389792176
"ES12","2020",19823.1570774889,365080.79280029,1827.40823760876
"ES12","2025",17708.2667366722,361029.542970394,2615.47434255776
"ES12","2030",15593.3763958555,356978.293140498,3403.54044750675
"ES12","2035",13540.5663526363,349851.790720394,3792.61438759151
"ES12","2040",11487.7563094171,342725.28830029,4181.68832767626
"ES12","2045",10044.0958123936,330071.961122292,11250.9636534469
"ES13","2050",3564.87133210837,177117.416325164,10333.3839144733
"ES13","2020",8221.88056489806,200103.828000234,244.254499812061
"ES13","2025",7408.13377987959,198794.840089203,214.025179732766
"ES13","2030",6594.38699486112,197485.852178173,183.795859653472
"ES13","2035",5797.03179830329,193511.269557335,929.666221879774
"ES13","2040",4999.67660174545,189536.686936498,1675.53658410608
"ES13","2045",4282.27396692691,183327.051630831,6004.4602492897
"ES21","2050",27281.1683964264,143372.612554357,21130.228333465
"ES21","2020",52584.4256260874,154009.865534237,12171.2364672969
"ES21","2025",49679.7775355,153908.351447695,11817.6773754075
"ES21","2030",46775.1294449126,153806.837361152,11464.1182835181
"ES21","2035",42792.3813943977,151632.351111886,11855.9765255461
"ES21","2040",38809.6333438828,149457.86486262,12247.834767574
"ES21","2045",33045.4008701546,146415.238708488,16689.0315505195
"ES22","2050",198948.545428211,279661.631920158,56534.4746497632
"ES22","2020",279559.931866746,279265.440685192,31384.2615226468
"ES22","2025",269941.877325953,281828.311098939,31787.287972818
"ES22","2030",260323.82278516,284391.181512686,32190.3144229892
"ES22","2035",250803.90828523,281495.684389062,33830.7509572213
"ES22","2040",241283.9937853,278600.187265438,35471.1874914534
"ES22","2045",220116.269606755,279130.909592798,46002.8310706083
"ES23","2050",47941.9964583747,187750.816435244,71701.1826531321
"ES23","2020",88341.2203377723,177144.341373677,58355.5543191114
"ES23","2025",81100.3704638559,180956.014316687,59801.4835230198
"ES23","2030",73859.5205899394,184767.687259697,61247.4127269281
"ES23","2035",67403.4708174541,186950.912535937,62009.2008836818
"ES23","2040",60947.4210449688,189134.137812176,62770.9890404355
"ES23","2045",54444.7087516718,188442.47712371,67236.0858467838
"ES24","2050",887481.337768502,1732030.24840318,368290.926110288
"ES24","2020",1466513.2747315,1513068.54677354,153915.253499739
"ES24","2025",1402784.00874517,1535208.53590525,179329.641017192
"ES24","2030",1339054.74275884,1557348.52503696,204744.028534645
"ES24","2035",1278213.10188767,1570587.63138902,220680.007497096
"ES24","2040",1217371.4610165,1583826.73774109,236615.986459547
"ES24","2045",1052426.3993925,1657928.49307213,302453.456284918
"ES30","2050",110700.196530073,241859.52603376,49720.8497660227
"ES30","2020",180221.253327344,242552.557016979,29786.4406724956
"ES30","2025",174060.545160007,242356.526446073,29163.1829421463
"ES30","2030",167899.83699267,242160.495875167,28539.9252117971
"ES30","2035",159759.909611394,239751.652086999,29790.3009324823
"ES30","2040",151619.982230118,237342.80829883,31040.6766531675
"ES30","2045",131160.089380095,239601.167166295,40380.7632095951
"ES41","2050",2813726.45871464,3214083.58788449,353469.750986215
"ES41","2020",3373912.46549524,2987349.27380714,67840.2503709489
"ES41","2025",3309557.28293422,3049240.44870996,69053.1853338669
"ES41","2030",3245202.1003732,3111131.62361278,70266.1202967849
"ES41","2035",3186352.49397986,3125747.9176732,90957.6341949579
"ES41","2040",3127502.88758651,3140364.21173362,111649.148093131
"ES41","2045",2970614.67315057,3177223.89980905,232559.449539673
"ES42","2050",2453383.50794135,1971785.67596651,1174451.15902359
"ES42","2020",2962710.44091219,1872245.32477201,886154.792307448
"ES42","2025",2911964.33431618,1895800.73078049,898685.005668811
"ES42","2030",2861218.22772018,1919356.13678897,911215.219030173
"ES42","2035",2811781.32642905,1921306.51093764,927195.494701804
