"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"NL00","2050",904799.134533726,1154020.46395572,37013.9078086997
"NL00","2020",966300.933909537,1245041.99715607,40246.2842596695
"NL00","2025",966730.377191593,1220840.85885756,37995.4452146674
"NL00","2030",967159.82047365,1196639.72055904,35744.6061696653
"NL00","2035",950121.574221234,1189190.04237932,35916.5393642379
"NL00","2040",933083.327968818,1181740.36419961,36088.4725588105
"NL00","2045",918941.231251272,1167880.41407767,36551.1901837551
"NL11","2050",118212.501389674,51944.7269388421,2848.47605420935
"NL11","2020",110266.727479245,56896.5803422423,2551.33678649648
"NL11","2025",113218.776578029,54927.3143378005,2447.09861699701
"NL11","2030",116170.825676813,52958.0483333587,2342.86044749755
"NL11","2035",116626.823093699,52827.8668646329,2445.42524689025
"NL11","2040",117082.820510585,52697.6853959071,2547.99004628296
"NL11","2045",117647.660950129,52321.2061673746,2698.23305024616
"NL12","2050",32468.5352554353,241438.778620821,16.7991354484481
"NL12","2020",37875.2344601362,243065.040658829,36.7991701407427
"NL12","2025",37108.8284069249,242631.507741788,36.8000536930824
"NL12","2030",36342.4223537136,242197.974824747,36.8009372454222
"NL12","2035",34917.0631354988,242576.349470663,38.8868821541405
"NL12","2040",33491.7039172841,242954.72411658,40.9728270628588
"NL12","2045",32980.1195863597,242196.7513687,28.8859812556534
"NL13","2050",105718.762333008,46274.6049015159,2231.85869699628
"NL13","2020",101652.610763924,55281.6134894339,2282.00153553437
"NL13","2025",102915.810608955,53327.4181539017,2140.46883565224
"NL13","2030",104179.010453986,51373.2228183695,1998.9361357701
"NL13","2035",104690.192692598,50160.6240607738,2033.85291636608
"NL13","2040",105201.37493121,48948.0253031781,2068.76969696206
"NL13","2045",105460.068632109,47611.315102347,2150.31419697917
"NL21","2050",67556.1143807297,132823.021949369,654.829412857604
"NL21","2020",72915.1950310392,135993.71118867,1269.94001989267
"NL21","2025",73432.0693813866,133957.112421256,1218.80754804247
"NL21","2030",73948.9437317339,131920.513653841,1167.67507619226
"NL21","2035",72712.9418894141,132033.739661565,1065.21240339498
"NL21","2040",71476.9400470942,132146.965669288,962.7497305977
"NL21","2045",69516.527213912,132484.993809328,808.789571727652
"NL22","2050",73105.8823816834,146020.547382625,1713.92922580459
"NL22","2020",86173.2881962344,154970.421376,3331.45984353723
"NL22","2025",85686.0718989273,152296.55597276,2934.27240917313
"NL22","2030",85198.8556016201,149622.690569519,2537.08497480902
"NL22","2035",82519.5452713306,149011.586223768,2267.8737682475
"NL22","2040",79840.234941041,148400.481878017,1998.66256168598
"NL22","2045",76473.0586613622,147210.514630321,1856.29589374529
"NL23","2050",41783.8089265584,5396.01783773331,3139.61192396087
"NL23","2020",72386.7973415635,10030.8096003797,4116.83494288561
"NL23","2025",68186.2342468349,9098.42431466458,3817.12816519329
"NL23","2030",63985.6711521063,8166.03902894943,3517.42138750097
"NL23","2035",58975.0992922113,7459.10072231029,3551.15849161056
"NL23","2040",53964.5274323164,6752.16241567115,3584.89559572016
"NL23","2045",47874.1681794374,6074.09012670223,3362.25375984051
"NL31","2050",11479.4086865071,67700.8879801591,756.753692923503
"NL31","2020",14047.5667074869,70914.5746590876,1462.53295073296
"NL31","2025",13748.4809424465,70403.406716177,1214.11223596299
"NL31","2030",13449.3951774062,69892.2387732664,965.691521193014
"NL31","2035",12981.6160672122,69517.2779232844,909.100828102889
"NL31","2040",12513.8369570181,69142.3170733024,852.510135012765
"NL31","2045",11996.6228217626,68421.6025267307,804.631913968134
"NL32","2050",61245.6445938248,97769.1213947267,1810.5169198307
"NL32","2020",63187.8089482746,114558.892899129,2660.05324496296
"NL32","2025",63617.9215976331,111290.233003954,2316.61520716565
"NL32","2030",64048.0342469917,108021.57310878,1973.17716936834
"NL32","2035",63221.2430005758,105902.878608426,1910.33408442444
"NL32","2040",62394.4517541598,103784.184108071,1847.49099948053
"NL32","2045",61820.0481739923,100776.652751399,1829.00395965562
"NL33","2050",43617.4940763182,167641.719795001,1873.65348064575
"NL33","2020",49117.7720915507,174289.648738562,3034.62071312209
"NL33","2025",48713.0054160906,172710.004365502,2913.60118820374
"NL33","2030",48308.2387406305,171130.359992442,2792.5816632854
"NL33","2035",46665.2433175553,170952.027360698,2544.22985403045
"NL33","2040",45022.24789448,170773.694728955,2295.87804477551
"NL33","2045",44319.8709853991,169207.707261978,2084.76576271063
"NL34","2050",107652.350085358,20957.2858908532,5929.49714284932
"NL34","2020",107090.08183278,25135.1390764432,5797.00670543667
"NL34","2025",108760.162047916,23290.9100959521,5616.37142162488
"NL34","2030",110430.242263052,21446.681115461,5435.73613781309
"NL34","2035",109630.152496328,21624.4604786296,5468.80337083254
"NL34","2040",108830.062729604,21802.2398417982,5501.87060385199
"NL34","2045",108241.206407481,21379.7628663257,5715.68387335066
"NL41","2050",170401.975296108,136452.83642041,8495.76418798832
"NL41","2020",177485.214867465,153840.208635306,8199.14881018065
"NL41","2025",176894.917519868,149011.187911565,7799.97571729496
"NL41","2030",176304.620172272,144182.167187825,7400.80262440926
"NL41","2035",173350.210516915,142202.802072314,7621.39465873951
"NL41","2040",170395.800861559,140223.436956804,7841.98669306976
"NL41","2045",170398.888078833,138338.136688607,8168.87544052904
"NL42","2050",71556.6571285223,39600.9148436686,7542.21793518496
"NL42","2020",74102.6361898376,50065.3564919887,5504.54953674709
"NL42","2025",74448.0985465809,47896.7838222343,5540.19381566398
"NL42","2030",74793.5609033242,45728.2111524799,5575.83809458087
"NL42","2035",73831.4434478956,44921.3289322584,6060.26685944456
"NL42","2040",72869.3259924669,44114.4467120369,6544.69562430825
"NL42","2045",72212.9915604946,41857.6807778528,7043.4567797466
