"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"LV00","2050",973201.42658584,1173300.25845414,6380.49454841236
"LV00","2020",1014565.45595127,1175253.24014588,8147.55448281839
"LV00","2025",1031913.29761335,1171581.95975967,7406.98574219596
"LV00","2030",1049261.13927543,1167910.67937346,6666.41700157352
"LV00","2035",1049503.26417325,1157260.45978387,6459.70115081563
"LV00","2040",1049745.38907106,1146610.24019427,6252.98530005774
"LV00","2045",1011473.40782845,1159955.2493242,6316.73992423505
