"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"AT00","2050",1153608.80322066,1896421.17204529,110990.919721328
"AT00","2020",1402959.34412924,1722079.03400502,60674.9169452026
"AT00","2025",1380349.53737918,1739108.56140577,61399.9476726433
"AT00","2030",1357739.73062913,1756138.08880652,62124.9784000841
"AT00","2035",1313961.47637341,1798950.6016959,63204.6149905963
"AT00","2040",1270183.22211769,1841763.11458529,64284.2515811085
"AT00","2045",1211896.01266918,1869092.14331529,87637.585651218
"AT11","2050",139089.624717923,40182.8888682485,15476.5523441788
"AT11","2020",160805.424947277,24156.4995641899,13545.3806065272
"AT11","2025",160783.880546811,23997.7588748829,13275.9066777706
"AT11","2030",160762.336146346,23839.0181855758,13006.4327490139
"AT11","2035",156296.123519906,27947.4808316076,12864.5615986593
"AT11","2040",151829.910893466,32055.9434776394,12722.6904483047
"AT11","2045",145459.767805695,36119.4161729439,14099.6213962418
"AT12","2050",591206.081663504,229475.603912083,50263.3163101914
"AT12","2020",697370.095922241,171605.60603286,34463.1613981237
"AT12","2025",690685.528484816,175935.332570233,34860.19503619
"AT12","2030",684000.961047391,180265.059107606,35257.2286742563
"AT12","2035",666772.097620436,192645.232780895,35904.8913353181
"AT12","2040",649543.234193481,205025.406454184,36552.5539963799
"AT12","2045",620374.657928492,217250.505183133,43407.9351532857
"AT21","2050",52766.0296672148,237331.165015292,5813.11291848834
"AT21","2020",70532.0640282889,214859.700300498,1163.24561689937
"AT21","2025",66184.0144369796,219538.114854202,1224.5801208317
"AT21","2030",61835.9648456702,224216.529407905,1285.91462476403
"AT21","2035",56566.5137496775,230543.451406841,1338.08213951593
"AT21","2040",51297.0626536847,236870.373405778,1390.24965426783
"AT21","2045",52031.5461604497,237100.769210535,3601.68128637809
"AT22","2050",99676.7376678408,349586.954484871,15783.9083288931
"AT22","2020",154360.168076422,294990.718762254,7776.65970533197
"AT22","2025",148003.412305628,303043.22611678,7880.75359470367
"AT22","2030",141646.656534834,311095.733471305,7984.84748407537
"AT22","2035",129796.490845035,324072.508130874,8251.59020805324
"AT22","2040",117946.325155236,337049.282790444,8518.3329320311
"AT22","2045",108811.531411538,343318.118637657,12151.1206304621
"AT31","2050",234931.76080423,254620.195200297,9058.16006813242
"AT31","2020",270486.224210974,255657.781323282,32.4675227215671
"AT31","2025",269007.145563888,252392.102157273,287.643928268025
"AT31","2030",267528.066916801,249126.422991264,542.820333814483
"AT31","2035",264174.355992097,250409.286265716,729.248093418724
"AT31","2040",260820.645067392,251692.149540168,915.675853022964
"AT31","2045",247876.202935811,253156.172370232,4986.91796057769
"AT32","2050",15096.3905145161,260527.632686977,5046.23898383454
"AT32","2020",19677.1876785201,249261.977931314,1352.66566277116
"AT32","2025",18040.5730098281,251363.74423782,1383.39841035017
"AT32","2030",16403.9583411362,253465.510544327,1414.13115792918
"AT32","2035",15872.6217720586,256082.379985504,1422.21503957519
"AT32","2040",15341.285202981,258699.249426681,1430.2989212212
"AT32","2045",15218.8378587486,259613.441056829,3238.26895252787
"AT33","2050",15721.395140864,420813.637787414,7370.88911809141
"AT33","2020",22649.831218613,407473.81206849,1879.063092583
"AT33","2025",21108.1756344846,408854.906016866,1984.65285284726
"AT33","2030",19566.5200503563,410235.999965242,2090.24261311151
"AT33","2035",18788.4890580892,413198.242222124,2117.08547974983
"AT33","2040",18010.4580658222,416160.484479006,2143.92834638815
"AT33","2045",16865.9266033431,418487.06113321,4757.40873223978
"AT34","2050",5120.78304456805,103883.094090111,2178.74164951749
"AT34","2020",7078.34804689887,104072.938022134,462.273340244606
"AT34","2025",6536.80739674871,103983.376577712,502.817051681939
"AT34","2030",5995.26674659855,103893.81513329,543.360763119272
"AT34","2035",5694.78381611362,104052.020072339,576.941096305936
"AT34","2040",5394.30088562868,104210.225011388,610.5214294926
"AT34","2045",5257.54196509837,104046.659550749,1394.63153950505
