"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"FI00","2050",2049338.59231594,269715.440520628,7953.56379672584
"FI00","2020",2201026.65130062,256892.51235906,6279.60066777369
"FI00","2025",2173602.07716924,256045.956704461,6397.98663772417
"FI00","2030",2146177.50303786,255199.401049862,6516.37260767465
"FI00","2035",2131138.00837195,252019.334718781,6666.8896758262
"FI00","2040",2116098.51370605,248839.2683877,6817.40674397776
"FI00","2045",2082718.55301099,259277.354454164,7385.4852703518
"FI13","2050",276226.948964079,85313.0268829154,1757.43012976493
"FI13","2020",318982.516849738,80628.312050089,2331.57559017227
"FI13","2025",312029.730882463,80297.3884397909,2199.70195713547
"FI13","2030",305076.944915188,79966.4648294928,2067.82832409866
"FI13","2035",299720.213984865,79420.3010884415,1934.41531925872
"FI13","2040",294363.483054541,78874.1373473901,1801.00231441879
"FI13","2045",285295.21600931,82093.5821151527,1779.21622209186
"FI18","2050",750044.312132321,15064.7374148682,5483.56862055209
"FI18","2020",798859.026445115,15854.2669536177,3153.29666062502
"FI18","2025",793566.553944052,15139.5645871945,3418.86238544113
"FI18","2030",788274.08144299,14424.8622207713,3684.42811025724
"FI18","2035",786584.532932334,14005.1530126501,3994.09161165379
"FI18","2040",784894.984421679,13585.443804529,4303.75511305033
"FI18","2045",767469.648277,14325.0906096986,4893.66186680121
"FI19","2050",735920.49771787,31583.6882095663,265.470079961448
"FI19","2020",782985.464667594,28767.9171684137,359.722614984799
"FI19","2025",775866.150023317,28981.3512710505,347.184927625833
"FI19","2030",768746.835379039,29194.7853736874,334.647240266867
"FI19","2035",765724.543439585,29040.3106324341,297.50369974534
"FI19","2040",762702.25150013,28885.8358911809,260.360159223814
"FI19","2045",749311.374609,30234.7620503736,262.915119592631
"FI1A","2050",271009.531243389,135420.450218282,66.9940826141468
"FI1A","2020",281744.135121558,129757.79470747,71.8951725284652
"FI1A","2025",274072.487963365,129807.222039403,77.0091837951975
"FI1A","2030",266400.840805171,129856.649371337,82.1231950619297
"FI1A","2035",261570.838706795,127822.256747098,88.233049637353
"FI1A","2040",256740.836608418,125787.864122859,94.3429042127763
"FI1A","2045",263875.183925903,130604.15717057,80.6684934134615
"FI20","2050",16137.3022582778,2333.53779499581,380.10088383322
"FI20","2020",18455.5082166167,1884.22147946944,363.110629463133
"FI20","2025",18067.1543560452,1820.43036702171,355.228183726542
"FI20","2030",17678.8004954736,1756.63925457397,347.34573798995
"FI20","2035",17537.8793083758,1731.31323815791,352.645995531
"FI20","2040",17396.958121278,1705.98722174186,357.946253072051
"FI20","2045",16767.1301897779,2019.76250836883,369.023568452635
