"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"IT00","2050",6865224.81422328,7248149.601711,2615037.37985893
"IT00","2020",7607352.194397,7371224.00923016,2427502.05024738
"IT00","2025",7413681.50063857,7510208.41774103,2450773.81955745
"IT00","2030",7220010.80688015,7649192.82625191,2474045.58886752
"IT00","2035",7118969.02861432,7559502.88745831,2525428.82591986
"IT00","2040",7017927.2503485,7469812.94866472,2576812.0629722
"IT00","2045",6941576.03228589,7358981.27518786,2595924.72141557
"IT11","2050",408089.746062854,734152.826854115,28172.8851756475
"IT11","2020",477935.737170122,720922.273344033,33110.0357640415
"IT11","2025",465396.945228855,734887.240330268,31437.5452987538
"IT11","2030",452858.153287588,748852.207316502,29765.0548334661
"IT11","2035",440527.736130626,747232.661729392,29840.9401411183
"IT11","2040",428197.318973664,745613.116142282,29916.8254487705
"IT11","2045",418143.532518259,739882.971498198,29044.855312209
"IT12","2050",2250.80990477313,153353.961596529,2197.54897120674
"IT12","2020",3626.19991548292,152642.240685593,2801.94271274347
"IT12","2025",3257.7528976378,154285.577100367,2471.47608465752
"IT12","2030",2889.30587979268,155928.913515141,2141.00945657156
"IT12","2035",2694.65945493154,155441.457469805,2180.22062200886
"IT12","2040",2500.0130300704,154954.001424469,2219.43178744617
"IT12","2045",2375.41146742177,154153.981510499,2208.49037932645
"IT13","2050",2655.97478350783,81958.0498951602,9638.56985216571
"IT13","2020",5107.12224961353,99040.2272805015,9470.68606027334
"IT13","2025",4416.2294826077,98881.554278988,9087.58633605474
"IT13","2030",3725.33671560187,98722.8812774744,8704.48661183614
"IT13","2035",3379.06289893098,95183.8773677373,8742.06802786582
"IT13","2040",3032.78908226008,91644.8734580003,8779.64944389549
"IT13","2045",2844.38193288396,86801.4616765802,9209.1096480306
"IT20","2050",606705.378406314,536109.874333002,58547.3896492051
"IT20","2020",683869.239399334,535502.860835352,55283.7508061423
"IT20","2025",671073.861267359,544654.101789586,53890.1258032265
"IT20","2030",658278.483135383,553805.342743821,52496.5008003107
"IT20","2035",642730.71034955,551509.512526476,55428.6237185861
"IT20","2040",627182.937563717,549213.682309131,58360.7466368614
"IT20","2045",616944.157985016,542661.778321067,58454.0681430333
"IT31","2050",10593.9605193954,667908.649711836,19517.6996563189
"IT31","2020",13608.5008628351,676006.962685024,27227.2912225617
"IT31","2025",12071.9909198181,687896.355533433,24876.7799865436
"IT31","2030",10535.4809768011,699785.748381843,22526.2687505256
"IT31","2035",10546.479369811,693023.073542373,21927.4758888505
"IT31","2040",10557.4777628209,686260.398702903,21328.6830271755
