"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"IT31","2045",10575.7191411082,677084.52420737,20423.1913417472
"IT32","2050",541710.8235448,206469.900575197,92161.3783251369
"IT32","2020",601364.954957119,214154.292590996,75247.0670661305
"IT32","2025",589303.166440476,216703.716406018,79188.44989657
"IT32","2030",577241.377923832,219253.140221041,83129.8327270095
"IT32","2035",565051.165830249,216830.662148105,87068.0660538639
"IT32","2040",552860.953736666,214408.18407517,91006.2993807183
"IT32","2045",547285.888640733,210439.042325183,91583.8388529276
"IT33","2050",152326.332593552,189177.861198137,20150.9398310891
"IT33","2020",179442.488253577,180388.665320982,13463.294107183
"IT33","2025",172925.77985175,187004.034489725,14407.297229955
"IT33","2030",166409.071449922,193619.403658467,15351.300352727
"IT33","2035",161084.141122674,194277.517939596,16936.6250925485
"IT33","2040",155759.210795426,194935.632220725,18521.94983237
"IT33","2045",154042.771694489,192056.746709431,19336.4448317296
"IT40","2050",849749.95267768,193320.728311297,157571.114147541
"IT40","2020",952032.65149466,197355.785151977,105002.258159238
"IT40","2025",933564.884073088,202493.549773125,112699.788583795
"IT40","2030",915097.116651515,207631.314394273,120397.319008351
"IT40","2035",895448.014042603,205561.884561283,132087.031735654
"IT40","2040",875798.91143369,203492.454728293,143776.744462956
"IT40","2045",862774.432055685,198406.591519795,150673.929305249
"IT51","2050",468523.48451439,229680.351329944,172027.214661348
"IT51","2020",481850.573407382,264820.709641326,162626.863195718
"IT51","2025",476099.808454691,266302.191116326,168222.390611027
"IT51","2030",470349.043501999,267783.672591326,173817.918026336
"IT51","2035",470094.683188701,258893.30905963,174255.605115371
"IT51","2040",469840.322875403,250002.945527934,174693.292204406
"IT51","2045",469181.903694896,239841.648428939,173360.253432877
"IT52","2050",245172.320656276,98923.581767482,56553.4176126558
"IT52","2020",260812.36438354,113305.761892324,44847.947757449
"IT52","2025",255291.808645602,115677.594811499,47394.4632671624
"IT52","2030",249771.252907663,118049.427730674,49940.9787768758
"IT52","2035",247930.529918043,113615.161169095,52401.9254525394
"IT52","2040",246089.806928423,109180.894607517,54862.872128203
"IT52","2045",245631.063792349,104052.2381875,55708.1448704294
"IT53","2050",404120.248400606,117245.492422403,40225.8006401112
"IT53","2020",427008.034142948,119408.760490717,31584.8245131271
"IT53","2025",423442.702234464,121379.234097518,32373.570454394
"IT53","2030",419877.37032598,123349.707704319,33162.3163956608
"IT53","2035",416427.198104026,121386.867426364,35277.187624173
"IT53","2040",412977.025882071,119424.027148408,37392.0588526852
"IT53","2045",408548.637141339,118334.759785406,38808.9297463982
"IT60","2050",319881.838329132,352665.848358065,175188.372901853
"IT60","2020",375982.323075538,365963.712947463,153992.215641618
"IT60","2025",362292.861508319,374714.116495397,155761.81345366
"IT60","2030",348603.3999411,383464.520043331,157531.411265702
"IT60","2035",340546.108966276,376835.564613073,162719.115302175
"IT60","2040",332488.817991452,370206.609182815,167906.819338648
"IT60","2045",326185.328160292,361436.22877044,171547.596120251
"IT71","2050",172914.968509779,276532.8815583,93612.3040312875
"IT71","2020",199143.549130492,279243.272054422,88643.6090312361
"IT71","2025",192603.252466862,283323.158669047,89585.8574232388
"IT71","2030",186062.955803232,287403.045283671,90528.1058152415
"IT71","2035",182557.008373864,284964.359004984,91748.8642760645
"IT71","2040",179051.060944497,282525.672726296,92969.6227368874
"IT71","2045",175983.014727138,279529.277142298,93290.9633840875
"IT72","2050",126970.777358732,63812.4933352167,52308.9986114035
"IT72","2020",148522.907314822,66767.6890093756,33815.1491047426
"IT72","2025",143531.853167523,67903.9126165142,37297.1191711687
"IT72","2030",138540.799020223,69040.1362236527,40779.0892375948
"IT72","2035",134821.296080204,67692.8695473388,44708.0231370707
"IT72","2040",131101.793140184,66345.6028710248,48636.9570365465
"IT72","2045",129036.285249458,65079.0481031208,50472.977823975
"IT80","2050",293305.065620844,276337.746451629,197344.94261404
"IT80","2020",348024.511144828,275511.641250168,170134.317748455
"IT80","2025",336918.743143835,280525.735415054,174526.234746421
"IT80","2030",325812.975142841,285539.829579939,178918.151744387
"IT80","2035",317889.309406696,283509.709899023,183752.096580065
"IT80","2040",309965.64367055,281479.590218108,188586.041415743
"IT80","2045",301635.354645697,278908.668334868,192965.492014891
"IT91","2050",787875.056777361,317610.975319859,508709.558726854
"IT91","2020",784607.688474282,310198.933138339,552834.90969286
"IT91","2025",778723.591274063,319273.428990566,544752.061403108
"IT91","2030",772839.494073845,328347.924842794,536669.213113355
"IT91","2035",775463.464401259,325682.22964136,531007.757406036
"IT91","2040",778087.434728674,323016.534439925,525346.301698716
"IT91","2045",782981.245753017,320313.754879892,517027.930212785
"IT92","2050",322063.271922689,278685.739905856,61000.2279131166
"IT92","2020",382269.453568655,250074.584635657,41951.7512473836
"IT92","2025",367424.849746252,261432.391348516,45884.0888946421
"IT92","2030",352580.245923848,272790.198061376,49816.4265419006
"IT92","2035",342869.189891853,275775.44885303,53637.2537343939
"IT92","2040",333158.133859858,278760.699644683,57458.0809268872
"IT92","2045",327610.702891273,278723.21977527,59229.1544200019
"IT93","2050",149318.490364687,353559.251885954,304570.183518171
"IT93","2020",215569.316196312,373573.702358734,244867.533004964
"IT93","2025",197652.387678219,383883.377080841,254770.26314611
"IT93","2030",179735.459160126,394193.051802949,264672.993287255
"IT93","2035",172413.916149117,384172.378719997,275736.064823452
"IT93","2040",165092.373138109,374151.705637045,286799.136359648
"IT93","2045",157205.431751398,363855.4787615,295684.65993891
"ITA0","2050",731139.604633628,578228.957196023,461392.646615631
"ITA0","2020",782005.17130839,579216.112614831,485419.995230225
"ITA0","2025",765468.788498973,591323.393104477,479345.472051987
"ITA0","2030",748932.405689556,603430.673594123,473270.948873748
"ITA0","2035",743916.562370756,597388.255718923,471197.546947058
"ITA0","2040",738900.719051956,591345.837843722,469124.145020367
"ITA0","2045",735020.161842792,584787.397519873,465258.395817999
"ITB0","2050",269856.708642278,1542414.429705,104146.186404149
"ITB0","2020",284569.407947067,1597125.82130234,95176.6081812908
"ITB0","2025",262220.243658182,1617663.75429377,92801.4357149765
"ITB0","2030",239871.079369297,1638201.68728519,90426.2632486622
"ITB0","2035",252577.792564153,1610526.08652073,94776.3342409665
"ITB0","2040",265284.50575901,1582850.48575626,99126.4052332708
"ITB0","2045",267570.607200644,1562632.45773063,101636.29581871
