"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"PL32","2020",487676.336106065,260123.830238252,18843.5014995473
"PL32","2025",478067.722607814,259711.56609195,20871.8974628962
"PL32","2030",468459.109109562,259299.301945647,22900.2934262452
"PL32","2035",455313.926833281,262682.673197701,30834.1030620951
"PL32","2040",442168.744557,266066.044449755,38767.9126979451
"PL32","2045",400348.419181916,263683.500823814,82901.8426927035
"PL33","2050",343963.687229373,172936.157498148,112426.703527878
"PL33","2020",467089.842454909,154306.030564608,23022.9291866347
"PL33","2025",456498.628354771,157574.207622789,24832.1494749857
"PL33","2030",445907.414254633,160842.38468097,26641.3697633367
"PL33","2035",434107.652396805,163993.061053064,33583.4216497075
"PL33","2040",422307.890538978,167143.737425157,40525.4735360783
"PL33","2045",383135.788884175,170039.947461652,76476.0885319779
"PL34","2050",593416.687878122,363310.102680366,146106.028913455
"PL34","2020",694955.168713888,412203.284752513,17136.0673504509
"PL34","2025",686446.721679054,408878.051861938,19442.4377929777
"PL34","2030",677938.27464422,405552.818971364,21748.8082355046
"PL34","2035",673020.78424456,397180.884306412,32547.2884150119
"PL34","2040",668103.2938449,388808.949641461,43345.7685945193
"PL34","2045",630759.990861511,376059.526160913,94725.8987539872
"PL41","2050",1205613.01240541,318716.380093743,293317.18799653
"PL41","2020",1495173.41365378,336271.030749101,32093.5112822541
"PL41","2025",1474580.27145902,335687.143770253,38117.2300353405
"PL41","2030",1453987.12926427,335103.256791405,44140.9487884269
"PL41","2035",1429131.9029583,334115.320480564,64687.0291096755
"PL41","2040",1404276.67665234,333127.384169722,85233.1094309242
"PL41","2045",1304944.84452887,325921.882131732,189275.148713727
"PL42","2050",570310.41730604,306337.118051847,165794.476942836
"PL42","2020",764006.441959736,281841.869345725,16628.034965847
"PL42","2025",750430.69263821,282133.793549733,20745.0679278432
"PL42","2030",736854.943316683,282425.717753741,24862.1008898395
"PL42","2035",715444.059518979,292349.993379742,36635.5294728177
"PL42","2040",694033.175721275,302274.269005744,48408.958055796
"PL42","2045",632171.796513657,304305.693528795,107101.717499316
"PL43","2050",236074.913764055,200442.68304935,83275.3863737258
"PL43","2020",345748.927405143,173486.235448937,8434.4874246493
"PL43","2025",334305.077004046,177650.5723956,10465.164514931
"PL43","2030",322861.226602949,181814.909342263,12495.8416052126
"PL43","2035",311480.301989397,187894.436192475,18519.553519722
"PL43","2040",300099.377375845,193973.963042687,24543.2654342313
"PL43","2045",268087.14556995,197208.323046018,53909.3259039785
"PL51","2050",613833.540963182,311545.197585323,163959.082008489
"PL51","2020",810192.716783227,287251.485995706,13165.1232151434
"PL51","2025",794324.502894421,290772.085501095,16564.4956953948
"PL51","2030",778456.289005615,294292.685006484,19963.8681756463
"PL51","2035",757070.744632082,301812.532934135,32146.2787621744
"PL51","2040",735685.20025855,309332.380861785,44328.6893487026
"PL51","2045",674759.370610866,310438.789223554,104143.885678596
"PL52","2050",368607.076970269,103437.979511771,89793.4057154015
"PL52","2020",475530.533243279,85621.7595592273,6390.95917246966
"PL52","2025",466834.349815105,89245.9921238162,8037.95674248053
"PL52","2030",458138.16638693,92870.2246884052,9684.9543124914
"PL52","2035",449400.979726108,94846.0779159954,16159.3031247118
"PL52","2040",440663.793065285,96821.9311435855,22633.6519369323
"PL52","2045",404635.435017777,100129.955327678,56213.5288261669
"PL61","2050",771720.569327977,225725.289161145,169478.840384818
"PL61","2020",951942.1204333,211204.620068694,20910.134346798
"PL61","2025",938127.746512201,214431.468503561,23650.0739864461
"PL61","2030",924313.372591101,217658.316938427,26390.0136260942
"PL61","2035",910065.98382989,220241.380315135,37488.3250443963
"PL61","2040",895818.595068678,222824.443691843,48586.6364626984
"PL61","2045",833769.582198328,224274.866426494,109032.738423758
"PL62","2050",586312.502463181,468333.286280007,191944.913401014
"PL62","2020",744245.424931734,478779.440469056,24026.2405818428
"PL62","2025",726417.620721373,481836.841177735,28586.1822178878
"PL62","2030",708589.816511013,484894.241886414,33146.1238539328
"PL62","2035",691357.583890865,491020.96915166,46044.9291822138
"PL62","2040",674125.351270717,497147.696416906,58943.7345104948
"PL62","2045",630218.926866949,482740.491348457,125444.323955755
"PL63","2050",512460.331644261,200293.166073565,132450.361591153
"PL63","2020",643124.004788566,206479.526353875,17406.0055814561
"PL63","2025",632780.06716309,205716.453667453,19279.2990563031
"PL63","2030",622436.129537615,204953.380981031,21152.59253115
"PL63","2035",610889.27004747,206362.752516781,29850.7732173087
"PL63","2040",599342.410557325,207772.124052531,38548.9539034675
"PL63","2045",555901.371100793,204032.645063048,85499.6577473105
