"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"PL00","2050",9863422.19300905,4346867.52841703,2642860.58633583
"PL00","2020",12396570.9994942,4394897.34222989,375174.957031921
"PL00","2025",12188444.416265,4410588.17588759,425288.610180886
"PL00","2030",11980317.8330357,4426279.0095453,475402.263329851
"PL00","2035",11753018.1063203,4449967.11232822,651158.041985801
"PL00","2040",11525718.3796048,4473655.21511115,826913.820641751
"PL00","2045",10694570.2863069,4410261.37176409,1734887.20348879
"PL11","2050",732862.286642577,219929.455588167,196987.575137011
"PL11","2020",918335.321027831,219009.883329105,34719.560762863
"PL11","2025",906871.670478834,218379.382235059,38530.092119316
"PL11","2030",895408.019929837,217748.881141013,42340.623475769
"PL11","2035",875673.173436632,221260.670800797,55502.8730791877
"PL11","2040",855938.326943427,224772.460460581,68665.1226826064
"PL11","2045",794400.306793002,222350.958024374,132826.348909809
"PL12","2050",1303935.73431668,478519.184132452,322034.299120918
"PL12","2020",1535044.09114387,565130.79680384,58105.0167049572
"PL12","2025",1515502.43038061,561422.044109136,63911.8061078616
"PL12","2030",1495960.76961735,557713.291414432,69718.5955107659
"PL12","2035",1483619.22638183,542491.275372857,89643.877921266
"PL12","2040",1471277.6831463,527269.259331281,109569.160331766
"PL12","2045",1387606.70873149,502894.221731867,215801.729726342
"PL21","2050",356297.641297863,278071.370061346,124630.130825437
"PL21","2020",457927.448070755,280526.790304181,26832.8442303763
"PL21","2025",445041.640069429,282783.533314794,29648.6765621901
"PL21","2030",432155.832068102,285040.276325407,32464.508894004
"PL21","2035",422449.672129499,286953.337233694,39791.279060184
"PL21","2040",412743.512190896,288866.39814198,47118.049226364
"PL21","2045",384520.57674438,283468.884101663,85874.0900259004
"PL22","2050",253742.414556447,164223.061855582,84547.4377759429
"PL22","2020",359150.947946912,138078.114076538,16220.4231667217
"PL22","2025",347613.337095996,142620.562374549,18003.1251212862
"PL22","2030",336075.726245081,147163.010672561,19785.8270758506
"PL22","2035",325685.54271896,151787.185368187,24738.8096690168
"PL22","2040",315295.35919284,156411.360063813,29691.792262183
"PL22","2045",284518.886874643,160317.210959697,57119.6150190629
"PL31","2050",1055743.28243678,273746.139596345,239078.983933762
"PL31","2020",1246428.26083123,304582.644170534,41240.1175599096
"PL31","2025",1234601.93739099,301744.477588134,44602.9553627455
"PL31","2030",1222775.61395075,298906.311005734,47965.7931655814
"PL31","2035",1208307.30158561,294974.562109025,62984.6676963114
"PL31","2040",1193838.98922046,291042.813212316,78003.5422270415
"PL31","2045",1124791.13582862,282394.47640433,158541.263080402
"PL32","2050",358528.093806832,261300.957197874,127035.772687462
