"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"IR00","2050",946258.045416919,3921448.87606633,15198.3946428856
"IR00","2020",955687.794836082,4033353.4384452,2291.96476626169
"IR00","2025",959526.321141178,4009051.45555807,2108.07744796642
"IR00","2030",963364.847446274,3984749.47267093,1924.19012967115
"IR00","2035",962491.294233397,3969686.85072959,4416.6700589942
"IR00","2040",961617.741020519,3954624.22878825,6909.14998831725
"IR00","2045",953937.893218719,3938036.55242729,11053.7723156014
"IR01","2050",315564.282683563,1919783.76114535,7655.03007530038
"IR01","2020",317328.557278378,1957161.66546614,2263.3274506434
"IR01","2025",317564.379469284,1947360.82043443,2079.46707025822
"IR01","2030",317800.20166019,1937559.97540271,1895.60668987303
"IR01","2035",317942.501399815,1933804.40525008,2975.11823179904
"IR01","2040",318084.80113944,1930048.83509745,4054.62977372504
"IR01","2045",316824.541911502,1924916.2981214,5854.82992451271
"IR02","2050",630693.762733355,2001665.11492097,7543.36456758518
"IR02","2020",638359.237557704,2076191.77297907,28.6373156182864
"IR02","2025",641961.941671894,2061690.63512364,28.6103777082055
"IR02","2030",645564.645786084,2047189.49726821,28.5834397981246
"IR02","2035",644548.792833581,2035882.4454795,1441.55182719516
"IR02","2040",643532.939881079,2024575.3936908,2854.5202145922
"IR02","2045",637113.351307217,2013120.25430589,5198.94239108869
