"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"FR00","2050",16671883.7892873,12914571.328953,845034.546821593
"FR00","2020",18134116.5489857,13177879.3667041,898038.222780437
"FR00","2025",17975120.3269766,13106430.4520853,844776.126707512
"FR00","2030",17816124.1049675,13034981.5374666,791514.030634587
"FR00","2035",17549544.2759755,12994518.2408667,782708.589181922
"FR00","2040",17282964.4469836,12954054.9442669,773903.147729257
"FR00","2045",16977424.1181355,12934313.1366099,809468.847275425
"FR10","2050",527944.737576216,16058.6580693493,6322.52477698508
"FR10","2020",555640.220552827,24503.7537375274,2900.54211375976
"FR10","2025",552504.208208132,22737.0272898875,2650.07138498774
"FR10","2030",549368.195863437,20970.3008422476,2399.60065621573
"FR10","2035",544790.421295962,19357.8062753494,2914.10252659503
"FR10","2040",540212.646728487,17745.3117084511,3428.60439697433
"FR10","2045",534078.692152352,16901.9848889002,4875.5645869797
"FR21","2050",1183785.52611765,207181.206898996,47507.4815949618
"FR21","2020",1287989.26138581,204631.417223429,44892.2866486502
"FR21","2025",1276302.59765101,202012.693846802,43573.4500282417
"FR21","2030",1264615.93391622,199393.970470174,42254.6134078332
"FR21","2035",1245526.25865974,200535.55731492,42883.9013966273
"FR21","2040",1226436.58340325,201677.144159666,43513.1893854213
"FR21","2045",1205111.05476045,204429.175529331,45510.3354901915
"FR22","2050",1219653.49118077,87965.5418216945,27468.0309323178
"FR22","2020",1250285.19485208,118097.568140102,19027.9452703628
"FR22","2025",1249100.7857647,111181.567628451,18667.6488253643
"FR22","2030",1247916.37667732,104265.5671168,18307.3523803658
"FR22","2035",1242756.72352896,98690.6261402036,19689.4913998909
"FR22","2040",1237597.0703806,93115.6851636073,21071.6304194159
"FR22","2045",1228625.28078069,90540.6134926509,24269.8306758668
"FR23","2050",589532.797607255,182790.990033213,10426.4492129305
"FR23","2020",610559.804243668,201569.80281347,6322.53952806063
"FR23","2025",610152.440731863,196877.177458934,5632.49428114906
"FR23","2030",609745.077220059,192184.552104398,4942.44903423749
"FR23","2035",605353.258346852,189565.307617264,5649.63289200771
"FR23","2040",600961.439473646,186946.06313013,6356.81674977793
"FR23","2045",595247.118540451,184868.526581672,8391.63298135419
"FR24","2050",2017384.95012332,230905.520841294,74188.2927741103
"FR24","2020",2177243.72635478,246326.679872423,55422.1669360037
