"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"BG00","2050",3445824.62149699,2471529.82728466,59986.9530226193
"BG00","2020",3514362.34417315,2792302.89067598,95177.5705183637
"BG00","2025",3484010.76587683,2774539.38149216,88732.66997021
"BG00","2030",3453659.18758052,2756775.87230834,82287.7694220564
"BG00","2035",3466470.14633684,2687126.66038173,74839.9203029943
"BG00","2040",3479281.10509316,2617477.44845511,67392.0711839322
"BG00","2045",3462552.86329508,2544503.63786988,63689.5121032757
"BG01","2050",729893.153085058,449415.934565092,3623.750241745
"BG01","2020",786859.336939116,443780.047182409,10977.1824291819
"BG01","2025",782758.973594659,442063.277484876,9191.27174496127
"BG01","2030",778658.610250202,440346.507787342,7405.3610607406
"BG01","2035",771230.987500615,440518.518214435,5799.1955340603
"BG01","2040",763803.364751029,440690.528641529,4193.03000737999
"BG01","2045",746848.258918044,445053.231603311,3908.3901245625
"BG02","2050",640852.800614426,292751.503286642,7568.76301191501
"BG02","2020",700011.650606122,271549.312126364,10183.6029093499
"BG02","2025",691492.842843451,275723.089484055,9662.84518313727
"BG02","2030",682974.03508078,279896.866841746,9142.08745692467
"BG02","2035",674320.301431563,282997.973779688,8591.6409953783
"BG02","2040",665666.567782345,286099.08071763,8041.19453383193
"BG02","2045",653259.684198386,289425.292002136,7804.97877287347
"BG03","2050",817170.776588993,143781.487760484,11328.1907610625
"BG03","2020",804225.095168766,203167.844751862,15257.4045789424
"BG03","2025",801340.423554513,200079.834714104,14599.4664595758
"BG03","2030",798455.75194026,196991.824676345,13941.5283402092
"BG03","2035",804411.56101447,184372.269760414,12897.4694469285
"BG03","2040",810367.370088679,171752.714844483,11853.4105536477
"BG03","2045",813769.073338836,157767.101302484,11590.8006573551
"BG04","2050",205149.470630532,636187.56473031,12887.6672732749
"BG04","2020",224107.237313214,726564.976863224,18983.1832974793
"BG04","2025",207330.607677376,728990.631144459,18587.7644860081
"BG04","2030",190553.978041537,731416.285425695,18192.3456745369
"BG04","2035",194902.372516235,710696.587239788,16711.590032135
"BG04","2040",199250.766990932,689976.889053881,15230.8343897331
"BG04","2045",202200.118810732,663082.226892095,14059.250831504
"BG05","2050",395515.442017232,593000.090181505,13489.2225209812
"BG05","2020",382926.995276285,685206.89031694,18190.3043682801
"BG05","2025",373739.818194466,684308.561903579,17129.6507128534
"BG05","2030",364552.641112647,683410.233490219,16068.9970574268
"BG05","2035",373460.981577912,662118.314849791,15327.0420862691
"BG05","2040",382369.322043176,640826.396209363,14585.0871151114
"BG05","2045",388942.382030204,616913.243195434,14037.1548180463
"BG06","2050",657242.978560744,356393.246760621,11089.3592136406
"BG06","2020",616232.028869645,462033.819435182,21585.89293513
"BG06","2025",627348.100012367,443373.986761089,19561.6713836741
"BG06","2030",638464.171155089,424714.154086995,17537.4498322182
"BG06","2035",648143.942296045,406422.99653761,15512.9822082231
"BG06","2040",657823.713437001,388131.838988225,13488.5145842281
"BG06","2045",657533.345998873,372262.542874423,12288.9368989343
