"luisa_nuts2","year","Arable","Pastures","PermanentCrops"
"UKC0","2050",128192.096229009,493127.118349031,2235.54313486234
"UKC0","2020",155966.58115512,477096.092960581,
"UKC0","2025",152376.680828253,479409.260845611,
"UKC0","2030",148786.780501385,481722.428730641,
"UKC0","2035",141665.89571705,486672.417301766,822.974226731053
"UKC0","2040",134545.010932716,491622.40587289,1645.94845346211
"UKC0","2045",131368.553580862,492374.762110961,1940.74579416222
"UKD0","2050",72695.0166129021,932662.039330614,3372.01611307133
"UKD0","2020",113876.698695063,899007.806101756,
"UKD0","2025",105436.328714755,906783.945149293,
"UKD0","2030",96995.9587344478,914560.084196831,
"UKD0","2035",89067.6241848949,921398.292604141,1260.08330847009
"UKD0","2040",81139.2896353419,928236.50101145,2520.16661694019
"UKD0","2045",76917.153124122,930449.270171032,2946.09136500576
"UKE0","2050",630122.936271071,538356.865260026,10127.4388760824
"UKE0","2020",648275.02523506,535286.798600621,5078.3971776648
"UKE0","2025",658600.517505747,524228.07538349,5109.13486281804
"UKE0","2030",668926.009776434,513169.352166358,5139.87254797127
"UKE0","2035",649982.202614368,528296.456028297,6885.26045261951
"UKE0","2040",631038.395452302,543423.559890236,8630.64835726774
"UKE0","2045",630580.665861687,540890.212575131,9379.04361667506
"UKF0","2050",1013611.73088303,169585.134519505,12464.438844195
"UKF0","2020",967123.013188072,232770.572837384,7532.23859926071
"UKF0","2025",982370.419469911,216963.536482612,7485.04502714878
"UKF0","2030",997617.82575175,201156.50012784,7437.85145503684
"UKF0","2035",993794.470798677,200157.245497407,9224.88347234508
"UKF0","2040",989971.115845603,199157.990866974,11011.9154896533
"UKF0","2045",1001791.42336432,184371.562693239,11738.1771669242
"UKG0","2050",539192.813582467,383118.268012253,7282.56533491841
"UKG0","2020",518268.206430524,420589.550066466,3785.32095941853
"UKG0","2025",529614.388512731,407812.331892213,3777.92436132305
"UKG0","2030",540960.570594938,395035.11371796,3770.52776322757
"UKG0","2035",534914.698926875,397380.84884567,5065.54464599248
"UKG0","2040",528868.827258811,399726.58397338,6360.5615287574
"UKG0","2045",534030.820420639,391422.425992816,6821.56343183791
"UKH0","2050",1104559.71360128,27394.8866498851,7740.30901438769
"UKH0","2020",1108359.68901785,43192.8329324442,4828.07908905554
"UKH0","2025",1111068.92635892,40136.6516780748,4591.13074429177
"UKH0","2030",1113778.16369999,37080.4704237054,4354.18239952799
"UKH0","2035",1110115.68888353,34647.7460500988,5794.96080174041
"UKH0","2040",1106453.21406708,32215.0216764923,7235.73920395283
"UKH0","2045",1105506.46383418,29804.9541631887,7488.02410917026
"UKJ0","2050",722250.828075344,309522.623740115,12064.0070790972
"UKJ0","2020",733959.729723825,347344.682686413,7102.81703617445
"UKJ0","2025",747054.538222818,327674.786109443,7199.3103975861
"UKJ0","2030",760149.346721811,308004.889532474,7295.80375899774
"UKJ0","2035",738180.832818397,320047.208453212,9010.76731264694
"UKJ0","2040",716212.318914982,332089.527373951,10725.7308662961
"UKJ0","2045",719231.573495163,320806.075557033,11394.8689726967
"UKK0","2050",697383.302921226,1059471.76291315,8816.81362291633
"UKK0","2020",717021.222866711,1075204.77453298,2892.46700571941
"UKK0","2025",725976.691093214,1063623.23452746,2624.56777794591
"UKK0","2030",734932.159319717,1052041.69452194,2356.66855017241
"UKK0","2035",717274.415063873,1061957.54006089,4714.52839527381
"UKK0","2040",699616.670808029,1071873.38559984,7072.38824037521
"UKK0","2045",698499.986864628,1065672.57425649,7944.60093164577
"UKL0","2050",106455.206698164,1585785.98602928,6125.80156010636
"UKL0","2020",171535.600326583,1523586.52304273,751.191081538571
"UKL0","2025",163553.232341498,1534062.82374779,726.597388122782
"UKL0","2030",155570.864356413,1544539.12445286,702.003694706994
"UKL0","2035",139812.501608882,1558502.39898519,2729.34687835063
"UKL0","2040",124054.138861351,1572465.67351752,4756.69006199427
"UKL0","2045",115254.672779758,1579125.8297734,5441.24581105031
"UKM0","2050",438608.155846872,6491648.17313814,24536.1191008588
"UKM0","2020",638261.996773097,6342233.4834453,
"UKM0","2025",587666.669453567,6390966.7595673,
"UKM0","2030",537071.342134038,6439700.03568931,
"UKM0","2035",493079.856060514,6473511.71687828,8762.98792503367
"UKM0","2040",449088.369986991,6507323.39806724,17525.9758500673
"UKM0","2045",443848.262916931,6499485.78560269,21031.0474754631
"UKN0","2050",75679.8559689118,1053283.04871693,4091.0540025874
"UKN0","2020",128612.599874812,999668.116584697,
"UKN0","2025",117058.842211869,1011735.04859047,
"UKN0","2030",105505.084548925,1023801.98059624,
"UKN0","2035",94030.0238725389,1034914.82725227,1513.70572708601
"UKN0","2040",82554.9631961526,1046027.6739083,3027.41145417202
"UKN0","2045",79117.4095825322,1049655.36131261,3559.23272837971
