ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100010;-100010;-100010;-100011;-100011;-100012;-100012;-100014
0.85;-100008;-100008;-100008;-100008;-100009;-100009;-100010;-100011
0.9;-100006;-100006;-100006;-100006;-100006;-100007;-100007;-100008
0.91;-100005;-100006;-100006;-100006;-100006;-100006;-100007;-100008
0.92;-100005;-100005;-100005;-100006;-100006;-100006;-100007;-100007
0.93;-100005;-100005;-100005;-100005;-100006;-100006;-100006;-100007
0.94;-100005;-100005;-100005;-100005;-100005;-100006;-100006;-100007
0.95;-100005;-100005;-100005;-100005;-100005;-100005;-100006;-100006
0.96;-100004;-100004;-100004;-100005;-100005;-100005;-100005;-100006
0.97;-100004;-100004;-100004;-100004;-100005;-100005;-100005;-100006
0.98;-100004;-100004;-100004;-100004;-100004;-100005;-100005;-100005
0.99;-100004;-100004;-100004;-100004;-100004;-100004;-100005;-100005
1;-100003;-100003;-100004;-100004;-100004;-100004;-100005;-100005
1.01;-100003;-100003;-100003;-100004;-100004;-100004;-100004;-100005
1.02;-100003;-100003;-100003;-100003;-100003;-100004;-100004;-100005
1.03;-100003;-100003;-100003;-100003;-100003;-100004;-100004;-100004
1.04;-100002;-100003;-100003;-100003;-100003;-100003;-100004;-100004
1.05;-100002;-100002;-100002;-100003;-100003;-100003;-100003;-100004
1.06;-100002;-100002;-100002;-100002;-100003;-100003;-100003;-100004
1.07;-100002;-100002;-100002;-100002;-100002;-100003;-100003;-100004
1.08;-100002;-100002;-100002;-100002;-100002;-100002;-100003;-100003
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
