ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-127799;-127915;0;0;0;0;0;0
0.85;-124462;-124592;0;0;0;0;0;0
0.9;-121112;-121311;0;0;0;0;0;0
0.91;-120330;-120519;0;0;0;0;0;0
0.92;-119530;-119742;0;0;0;0;0;0
0.93;-118771;-118997;0;0;0;0;0;0
0.94;-117960;-118168;0;0;0;0;0;0
0.95;-117103;-117357;0;0;0;0;0;0
0.96;-116234;-116518;0;0;0;0;0;0
0.97;-115397;-115668;0;0;0;0;0;0
0.98;-114472;-114749;0;0;0;0;0;0
0.99;-113594;-113874;0;0;0;0;0;0
1;-112768;-113054;0;0;0;0;0;0
1.01;-111872;-112192;0;0;0;0;0;0
1.02;-110914;-111238;0;0;0;0;0;0
1.03;-109939;-110287;0;0;0;0;0;0
1.04;-109018;-109363;0;0;0;0;0;0
1.05;-108175;-108426;0;0;0;0;0;0
1.06;-107324;-107627;0;0;0;0;0;0
1.07;-106495;-106853;0;0;0;0;0;0
1.08;-105574;-105966;0;0;0;0;0;0
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
