ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470000;0;0;0;342856;470000;470000;470000
0.85;470000;0;0;0;342856;470000;470000;470001
0.9;470000;0;0;0;342856;470001;470001;470002
0.91;470000;0;0;0;342856;470001;470001;470002
0.92;470000;0;0;0;342856;470001;470001;470002
0.93;470000;0;0;0;342856;470001;470001;470002
0.94;470001;0;0;0;342856;470001;470001;470002
0.95;470001;0;0;0;342856;470001;470002;470002
0.96;470001;0;0;0;342856;470001;470002;470003
0.97;470001;0;0;0;342856;470001;470002;470003
0.98;470001;0;0;0;342856;470002;470002;470003
0.99;470001;0;0;0;342856;470002;470002;470003
1;470001;0;0;0;342856;470002;470002;470003
1.01;470001;0;0;0;342856;470002;470003;470004
1.02;470002;0;0;0;342856;470002;470003;470004
1.03;470002;0;0;0;342856;470002;470003;470004
1.04;470002;0;0;0;342856;470003;470003;470004
1.05;470002;0;0;0;342856;470003;470003;470004
1.06;470002;0;0;0;342856;470003;470003;470005
1.07;470002;0;0;0;342856;470003;470004;470005
1.08;470002;0;0;0;342856;470003;470004;470005
1.09;470003;0;0;0;342856;470003;470004;470005
1.1;470003;0;0;0;342856;470004;470004;470006
1.15;470004;0;0;0;342856;470005;470005;470007
1.2;470005;0;0;0;342856;470006;470007;470009
