ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100070;0;-100072;-100055;0;0;0;0
0.85;-100055;0;-100044;-100040;0;0;0;0
0.9;-100043;0;-100033;-100030;0;0;0;0
0.91;-100040;0;-100030;-100028;0;0;0;0
0.92;-100038;0;-100029;-100026;0;0;0;0
0.93;-100037;0;-100027;-100025;0;0;0;0
0.94;-100035;0;-100025;-100024;0;0;0;0
0.95;-100033;0;-100024;-100021;0;0;0;0
0.96;-100031;0;-100023;-100020;0;0;0;0
0.97;-100030;0;-100021;-100018;0;0;0;0
0.98;-100028;0;-100021;-100018;0;0;0;0
0.99;-100026;0;-100019;-100017;0;0;0;0
1;-100025;0;-100018;-100015;0;0;0;0
1.01;-100023;0;-100016;-100015;0;0;0;0
1.02;-100022;0;-100016;-100014;0;0;0;0
1.03;-100020;0;-100015;-100013;0;0;0;0
1.04;-100019;0;-100014;-100013;0;0;0;0
1.05;-100018;0;-100013;-100012;0;0;0;0
1.06;-100017;0;-100013;-100011;0;0;0;0
1.07;-100016;0;-100012;-100011;0;0;0;0
1.08;-100015;0;-100011;-100011;0;0;0;0
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
