ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-102364;-102446;-102545;-102634;-102692;-102773;-102851;-103005
0.85;-102083;-102152;-102236;-102310;-102365;-102444;-102517;-102653
0.9;-101827;-101898;-101980;-102059;-102110;-102176;-102238;-102344
0.91;-101783;-101850;-101930;-102009;-102063;-102130;-102188;-102294
0.92;-101740;-101807;-101883;-101960;-102014;-102087;-102142;-102244
0.93;-101692;-101764;-101838;-101911;-101965;-102039;-102100;-102194
0.94;-101646;-101720;-101797;-101866;-101916;-101993;-102054;-102147
0.95;-101602;-101674;-101756;-101823;-101873;-101945;-102008;-102107
0.96;-101556;-101630;-101712;-101783;-101830;-101900;-101960;-102062
0.97;-101511;-101587;-101666;-101742;-101791;-101855;-101913;-102014
0.98;-101466;-101541;-101622;-101698;-101750;-101813;-101869;-101968
0.99;-101423;-101496;-101580;-101655;-101707;-101777;-101830;-101922
1;-101378;-101454;-101537;-101612;-101663;-101738;-101793;-101880
1.01;-101335;-101411;-101493;-101570;-101622;-101695;-101755;-101840
1.02;-101295;-101368;-101452;-101528;-101581;-101653;-101714;-101804
1.03;-101253;-101326;-101409;-101485;-101539;-101612;-101673;-101767
1.04;-101211;-101286;-101367;-101445;-101498;-101573;-101633;-101731
1.05;-101171;-101246;-101327;-101404;-101459;-101535;-101596;-101691
1.06;-101131;-101205;-101289;-101363;-101419;-101494;-101557;-101653
1.07;-101088;-101167;-101249;-101324;-101378;-101455;-101519;-101615
1.08;-101050;-101127;-101209;-101286;-101338;-101416;-101480;-101578
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
