ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-124312;0;0;0;0;0;0;0
0.85;-103924;0;0;0;0;0;0;0
0.9;0;0;0;0;0;0;0;0
0.91;0;0;0;0;0;0;0;0
0.92;0;0;0;0;0;0;0;0
0.93;0;0;0;0;0;0;0;0
0.94;0;0;0;0;0;0;0;0
0.95;0;0;0;0;0;0;0;0
0.96;0;0;0;0;0;0;0;0
0.97;0;0;0;0;0;0;0;0
0.98;0;0;0;0;0;0;0;0
0.99;0;0;0;0;0;0;61369;145866
1;0;0;0;0;0;0;156333;171356
1.01;0;0;0;0;0;147260;175103;185054
1.02;0;0;0;0;134808;167283;190094;196826
1.03;0;0;0;105046;162938;185405;201976;206909
1.04;0;0;58042;156456;183055;199784;294953;215576
1.05;0;67432;152747;175837;233304;332496;381637;277333
1.06;0;152720;214935;281385;348665;397007;424431;427694
1.07;156462;295707;339059;368435;403487;430182;453473;462307
1.08;197481;354915;383146;404269;426423;451418;476433;485915
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
