ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100794;0;-100799;0;0;0;0;0
0.85;-100712;0;-100719;0;0;0;0;0
0.9;-100639;0;-100646;0;0;0;0;0
0.91;-100626;0;-100633;0;0;0;0;0
0.92;-100612;0;-100618;0;0;0;0;0
0.93;-100601;0;-100606;0;0;0;0;0
0.94;-100586;0;-100594;0;0;0;0;0
0.95;-100573;0;-100579;0;0;0;0;0
0.96;-100560;0;-100566;0;0;0;0;0
0.97;-100548;0;-100554;0;0;0;0;0
0.98;-100539;0;-100543;0;0;0;0;0
0.99;-100529;0;-100535;0;0;0;0;0
1;-100518;0;-100525;0;0;0;0;0
1.01;-100504;0;-100512;0;0;0;0;0
1.02;-100493;0;-100498;0;0;0;0;0
1.03;-100483;0;-100489;0;0;0;0;0
1.04;-100474;0;-100480;0;0;0;0;0
1.05;-100464;0;-100470;0;0;0;0;0
1.06;-100454;0;-100460;0;0;0;0;0
1.07;-100444;0;-100450;0;0;0;0;0
1.08;-100435;0;-100441;0;0;0;0;0
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
