ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-263847;-264268;-216719;-264269;-242856;0;0;0
0.85;-262194;-264037;-216744;-264057;-242842;0;0;0
0.9;-260093;-262841;-216722;-262937;-242657;0;0;0
0.91;-259711;-262404;-216722;-262566;-242605;0;0;0
0.92;-259168;-261875;-216722;-262092;-242525;0;0;0
0.93;-257920;-261206;-216744;-261423;-242432;0;0;0
0.94;-255514;-260741;-216744;-260826;-242311;0;0;0
0.95;-254272;-260555;-216744;-260593;-242141;0;0;0
0.96;-254246;-260340;-216745;-260433;-241966;0;0;0
0.97;-251773;-259968;-216745;-260094;-241904;0;0;0
0.98;-249974;-259543;-216757;-259680;-241861;0;0;0
0.99;-246971;-258962;-216757;-259089;-241788;0;0;0
1;-242855;-256894;-216745;-257706;-241681;0;0;0
1.01;-183333;-256551;-216757;-257329;-241663;0;0;0
1.02;-183333;-256658;-216757;-257450;-241667;0;0;0
1.03;-183333;-256722;-216745;-257605;-241670;0;0;0
1.04;-183333;-256846;-216744;-257706;-241670;0;0;0
1.05;-183333;-256872;-216744;-257757;-241671;0;0;0
1.06;-183333;-256962;-216722;-257789;-241666;0;0;0
1.07;-183333;-256978;-216722;-257900;-241663;0;0;0
1.08;0;-256474;-216722;-257349;-241637;0;0;0
1.09;0;-254281;-216744;-254843;-241512;0;0;0
1.1;0;-254257;-216744;-254268;-241196;0;0;0
1.15;0;-239340;-216680;-243749;-232754;0;0;0
1.2;0;0;0;0;0;0;0;0
