ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-101220;-101245;-101276;-101334;-101386;-101428;-101454;-101502
0.85;-100967;-100992;-101021;-101077;-101122;-101158;-101181;-101230
0.9;-100736;-100761;-100789;-100840;-100889;-100926;-100949;-100999
0.91;-100690;-100715;-100745;-100798;-100844;-100883;-100908;-100951
0.92;-100651;-100675;-100700;-100755;-100802;-100839;-100864;-100911
0.93;-100611;-100633;-100660;-100710;-100760;-100798;-100819;-100868
0.94;-100575;-100596;-100621;-100671;-100716;-100756;-100781;-100824
0.95;-100538;-100560;-100584;-100631;-100677;-100712;-100737;-100785
0.96;-100504;-100524;-100549;-100594;-100638;-100674;-100695;-100743
0.97;-100469;-100491;-100515;-100560;-100601;-100636;-100659;-100701
0.98;-100435;-100456;-100481;-100524;-100567;-100600;-100621;-100664
0.99;-100402;-100423;-100447;-100493;-100532;-100566;-100586;-100627
1;-100373;-100391;-100415;-100459;-100500;-100531;-100553;-100592
1.01;-100348;-100364;-100384;-100426;-100467;-100500;-100520;-100560
1.02;-100324;-100340;-100358;-100394;-100434;-100467;-100489;-100525
1.03;-100300;-100317;-100334;-100367;-100403;-100435;-100456;-100495
1.04;-100273;-100292;-100312;-100344;-100376;-100405;-100425;-100464
1.05;-100242;-100265;-100286;-100321;-100352;-100377;-100395;-100432
1.06;-100210;-100233;-100259;-100298;-100329;-100353;-100369;-100402
1.07;-100182;-100202;-100227;-100272;-100307;-100330;-100346;-100375
1.08;-100152;-100174;-100197;-100242;-100281;-100309;-100324;-100352
1.09;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.1;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.15;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
