ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-315510;-94200;-91426;-91420;-291426;-315529;-320460;-323009
0.85;-305997;-91423;-91386;-72856;-272856;-306305;-312809;-315577
0.9;-300214;-91421;-91344;-72856;-272856;-300645;-304435;-307693
0.91;-297819;-91420;-91316;-72856;-272856;-298354;-303601;-305896
0.92;-294943;-91419;-91245;-72856;-272856;-295540;-302230;-304975
0.93;-292856;-91417;-91166;-72856;-272856;-292856;-299908;-303680
0.94;-292854;-91417;-91139;-72855;-272856;-292855;-296910;-302709
0.95;-292500;-91416;-91085;-72855;-272855;-292839;-293609;-300421
0.96;-291132;-75358;-72855;-72854;-272855;-291417;-292856;-297825
0.97;-287951;-74457;-72854;-72854;-272855;-288990;-292854;-295327
0.98;-284029;-73395;-72854;-72853;-272854;-285405;-292826;-292857
0.99;-279077;-72854;-72853;-72852;-272853;-280910;-291419;-292856
1;-275369;-72853;-72851;-72850;-272852;-277799;-289170;-292851
1.01;-272856;-72851;-72848;-72848;-272851;-272857;-285283;-291760
1.02;-272856;-72848;-72844;-72843;-272848;-272856;-279424;-290651
1.03;-272856;-72845;-72839;-72835;-272843;-272856;-274789;-286923
1.04;-272856;-72840;-72831;-72824;-272836;-272856;-272856;-281978
1.05;-272856;-72832;-72820;-72807;-272825;-272856;-272856;-278083
1.06;-272856;-72822;-72806;-72784;-272810;-272856;-272856;-272857
1.07;-272855;-72810;-72787;-72749;-272786;-272855;-272856;-272856
1.08;-272855;-72791;-72756;-72694;-272762;-272855;-272856;-272856
1.09;-272854;-72758;-72699;-72606;-272723;-272854;-272856;-272856
1.1;-272853;-72698;-72581;-72372;-272661;-272853;-272855;-272856
1.15;-272608;-29916;0;0;0;-272737;-272847;-272854
1.2;-261427;-18571;0;0;0;-261427;-264285;-272795
