ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470002;0;0;0;0;0;0;0
0.85;470005;0;0;0;0;0;0;0
0.9;470011;0;0;0;0;0;0;0
0.91;470015;0;0;0;0;0;0;0
0.92;470018;0;0;0;0;0;0;0
0.93;470022;0;0;0;0;0;0;0
0.94;470026;0;0;0;0;0;0;0
0.95;470030;0;0;0;0;0;0;0
0.96;470037;0;0;0;0;0;0;0
0.97;470047;0;0;0;0;0;0;0
0.98;470063;0;0;0;0;0;0;0
0.99;470103;0;0;0;0;0;0;0
1;470176;0;0;0;0;0;0;0
1.01;470272;0;0;0;0;0;0;0
1.02;470470;0;0;0;0;0;0;0
1.03;470904;0;0;0;0;0;0;0
1.04;471500;0;0;0;0;0;0;0
1.05;472463;0;0;0;0;0;0;0
1.06;474645;0;0;0;0;0;0;0
1.07;478627;0;0;0;0;0;0;0
1.08;482261;0;0;0;0;0;0;0
1.09;485656;0;0;0;0;0;0;0
1.1;489180;0;0;0;0;0;0;0
1.15;535714;0;0;0;0;0;0;0
1.2;617148;0;0;0;0;0;0;0
