"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"FI",2000,22368578,15658004,29079151,0,0
"FI",2001,22351479.81132,15646035,29056923,0,0
"FI",2002,22334381.62264,15634067,29034696,0,0
"FI",2003,22317283.43396,15622098,29012468,0,0
"FI",2004,22300185.24528,15610129,28990240,0,0
"FI",2005,22283087.0566,15598160,28968013,0,0
"FI",2006,22268860.45622,15588202,28949518,0,0
"FI",2007,22254633.85584,15578243,28931024,0,0
"FI",2008,22240407.25546,15568285,28912529,0,0
"FI",2009,22226180.65508,15558326,28894034,0,0
"FI",2010,22211954.0547,15548367,28875540,0,0
"FI",2011,22204003.40314,15542802,28865204,0,0
"FI",2012,22196052.75158,15537236,28854868,0,0
"FI",2013,22188102.10002,15531671,28844532,0,0
"FI",2014,22180151.44846,15526106,28834196,0,0
"FI",2015,22172200.7969,15520540,28823861,0,0
"FI",2016,22166819.82814,15516773,28816865,0,0
"FI",2017,22161438.85938,15513007,28809870,0,0
"FI",2018,22156057.89062,15509240,28802875,0,0
"FI",2019,22150676.92186,15505473,28795879,0,0
"FI",2020,22145295.9531,15501707,28788884,0,0
"FI",2021,22143481.38904,15500436,28786525,0,0
"FI",2022,22141666.82498,15499166,28784166,0,0
"FI",2023,22139852.26092,15497896,28781807,0,0
"FI",2024,22138037.69686,15496626,28779449,0,0
"FI",2025,22136223.1328,15495356,28777090,0,0
"FI",2026,22136782.7125,15495747,28777817,0,0
"FI",2027,22137342.2922,15496139,28778544,0,0
"FI",2028,22137901.8719,15496531,28779272,0,0
"FI",2029,22138461.4516,15496923,28779999,0,0
"FI",2030,22139021.0313,15497314,28780727,0,0
"FI",2031,22141639.75472,15499147,28784131,0,0
"FI",2032,22144258.47814,15500980,28787536,0,0
"FI",2033,22146877.20156,15502814,28790940,0,0
"FI",2034,22149495.92498,15504647,28794344,0,0
"FI",2035,22152114.6484,15506480,28797749,0,0
"FI",2036,22156337.23122,15509436,28803238,0,0
"FI",2037,22160559.81404,15512391,28808727,0,0
"FI",2038,22164782.39686,15515347,28814217,0,0
"FI",2039,22169004.97968,15518303,28819706,0,0
"FI",2040,22173227.5625,15521259,28825195,0,0
"FI",2041,22177966.94062,15524576,28831357,0,0
"FI",2042,22182706.31874,15527894,28837518,0,0
"FI",2043,22187445.69686,15531211,28843679,0,0
"FI",2044,22192185.07498,15534529,28849840,0,0
"FI",2045,22196924.4531,15537847,28856001,0,0
"FI",2046,22201874.77498,15541312,28862437,0,0
"FI",2047,22206825.09686,15544777,28868872,0,0
"FI",2048,22211775.41874,15548242,28875308,0,0
"FI",2049,22216725.74062,15551708,28881743,0,0
"FI",2050,22221676.0625,15555173,28888178,0,0
"FI",2051,22226732.5875,15558712,28894752,0,0
"FI",2052,22231789.1125,15562252,28901325,0,0
"FI",2053,22236845.6375,15565791,28907899,0,0
"FI",2054,22241902.1625,15569331,28914472,0,0
"FI",2055,22246958.6875,15572871,28921046,0,0
"FI",2056,22252096.0375,15576467,28927724,0,0
"FI",2057,22257233.3875,15580063,28934403,0,0
"FI",2058,22262370.7375,15583659,28941081,0,0
"FI",2059,22267508.0875,15587255,28947760,0,0
"FI",2060,22272645.4375,15590851,28954439,0,0
"FI",2061,22277842.18126,15594489,28961194,0,0
"FI",2062,22283038.92502,15598127,28967950,0,0
"FI",2063,22288235.66878,15601764,28974706,0,0
"FI",2064,22293432.41254,15605402,28981462,0,0
"FI",2065,22298629.1563,15609040,28988217,0,0
"FI",2066,22303867.8688,15612707,28995028,0,0
"FI",2067,22309106.5813,15616374,29001838,0,0
"FI",2068,22314345.2938,15620041,29008648,0,0
"FI",2069,22319584.0063,15623708,29015459,0,0
"FI",2070,22324822.7188,15627375,29022269,0,0
