"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"NO",2000,12061850,8443295,15680405,0,0
"NO",2001,12058349.59296,8440844,15675854,0,0
"NO",2002,12054849.18592,8438394,15671303,0,0
"NO",2003,12051348.77888,8435944,15666753,0,0
"NO",2004,12047848.37184,8433493,15662202,0,0
"NO",2005,12044347.9648,8431043,15657652,0,0
"NO",2006,12042367.36716,8429657,15655077,0,0
"NO",2007,12040386.76952,8428270,15652502,0,0
"NO",2008,12038406.17188,8426884,15649928,0,0
"NO",2009,12036425.57424,8425497,15647353,0,0
"NO",2010,12034444.9766,8424111,15644778,0,0
"NO",2011,12029450.17972,8420615,15638285,0,0
"NO",2012,12024455.38284,8417118,15631791,0,0
"NO",2013,12019460.58596,8413622,15625298,0,0
"NO",2014,12014465.78908,8410126,15618805,0,0
"NO",2015,12009470.9922,8406629,15612312,0,0
"NO",2016,12003683.95704,8402578,15604789,0,0
"NO",2017,11997896.92188,8398527,15597265,0,0
"NO",2018,11992109.88672,8394476,15589742,0,0
"NO",2019,11986322.85156,8390425,15582219,0,0
"NO",2020,11980535.8164,8386375,15574696,0,0
"NO",2021,11974625.16172,8382237,15567012,0,0
"NO",2022,11968714.50704,8378100,15559328,0,0
"NO",2023,11962803.85236,8373962,15551645,0,0
"NO",2024,11956893.19768,8369825,15543961,0,0
"NO",2025,11950982.543,8365687,15536277,0,0
"NO",2026,11945036.10236,8361525,15528546,0,0
"NO",2027,11939089.66172,8357362,15520816,0,0
"NO",2028,11933143.22108,8353200,15513086,0,0
"NO",2029,11927196.78044,8349037,15505355,0,0
"NO",2030,11921250.3398,8344875,15497625,0,0
"NO",2031,11915630.30466,8340941,15490319,0,0
"NO",2032,11910010.26952,8337007,15483013,0,0
"NO",2033,11904390.23438,8333073,15475707,0,0
"NO",2034,11898770.19924,8329139,15468401,0,0
"NO",2035,11893150.1641,8325205,15461095,0,0
"NO",2036,11889307.10316,8322514,15456099,0,0
"NO",2037,11885464.04222,8319824,15451103,0,0
"NO",2038,11881620.98128,8317134,15446107,0,0
"NO",2039,11877777.92034,8314444,15441111,0,0
"NO",2040,11873934.8594,8311754,15436115,0,0
"NO",2041,11870181.8844,8309127,15431236,0,0
"NO",2042,11866428.9094,8306500,15426357,0,0
"NO",2043,11862675.9344,8303873,15421478,0,0
"NO",2044,11858922.9594,8301246,15416599,0,0
"NO",2045,11855169.9844,8298618,15411720,0,0
"NO",2046,11851019.38752,8295713,15406325,0,0
"NO",2047,11846868.79064,8292808,15400929,0,0
"NO",2048,11842718.19376,8289902,15395533,0,0
"NO",2049,11838567.59688,8286997,15390137,0,0
"NO",2050,11834417,8284091,15384742,0,0
"NO",2051,11830816.50938,8281571,15380061,0,0
"NO",2052,11827216.01876,8279051,15375380,0,0
"NO",2053,11823615.52814,8276530,15370700,0,0
"NO",2054,11820015.03752,8274010,15366019,0,0
"NO",2055,11816414.5469,8271490,15361338,0,0
"NO",2056,11812882.8469,8269017,15356747,0,0
"NO",2057,11809351.1469,8266545,15352156,0,0
"NO",2058,11805819.4469,8264073,15347565,0,0
"NO",2059,11802287.7469,8261601,15342974,0,0
"NO",2060,11798756.0469,8259129,15338382,0,0
"NO",2061,11795461.66564,8256823,15334100,0,0
"NO",2062,11792167.28438,8254517,15329817,0,0
"NO",2063,11788872.90312,8252211,15325534,0,0
"NO",2064,11785578.52186,8249904,15321252,0,0
"NO",2065,11782284.1406,8247598,15316969,0,0
"NO",2066,11778622.27654,8245035,15312208,0,0
"NO",2067,11774960.41248,8242472,15307448,0,0
"NO",2068,11771298.54842,8239908,15302688,0,0
"NO",2069,11767636.68436,8237345,15297927,0,0
"NO",2070,11763974.8203,8234782,15293167,0,0
