ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100130;-100133;-100153;-100188;-100240;-100275;-100297;-100339
0.85;-100084;-100087;-100101;-100122;-100152;-100173;-100189;-100216
0.9;-100059;-100061;-100069;-100081;-100102;-100117;-100126;-100141
0.91;-100055;-100057;-100065;-100075;-100094;-100107;-100116;-100132
0.92;-100051;-100053;-100060;-100070;-100086;-100099;-100107;-100122
0.93;-100047;-100049;-100056;-100066;-100080;-100091;-100099;-100113
0.94;-100044;-100045;-100052;-100062;-100074;-100085;-100091;-100104
0.95;-100040;-100042;-100049;-100058;-100070;-100078;-100084;-100096
0.96;-100037;-100038;-100045;-100054;-100067;-100073;-100079;-100089
0.97;-100034;-100035;-100042;-100051;-100062;-100069;-100074;-100082
0.98;-100031;-100033;-100038;-100047;-100058;-100066;-100070;-100077
0.99;-100029;-100030;-100035;-100044;-100054;-100061;-100066;-100072
1;-100027;-100028;-100033;-100040;-100051;-100057;-100061;-100068
1.01;-100024;-100026;-100030;-100037;-100047;-100054;-100058;-100064
1.02;-100023;-100024;-100028;-100034;-100044;-100051;-100054;-100060
1.03;-100021;-100022;-100026;-100032;-100041;-100047;-100051;-100057
1.04;-100019;-100020;-100024;-100029;-100038;-100044;-100047;-100053
1.05;-100018;-100019;-100022;-100027;-100035;-100041;-100044;-100050
1.06;-100017;-100018;-100021;-100025;-100032;-100038;-100041;-100046
1.07;-100016;-100017;-100019;-100023;-100030;-100035;-100038;-100043
1.08;-100015;-100016;-100018;-100022;-100028;-100032;-100035;-100040
1.09;-100014;-100015;-100017;-100020;-100026;-100030;-100033;-100037
1.1;-100013;-100014;-100016;-100019;-100024;-100028;-100030;-100034
1.15;-100009;-100009;-100011;-100014;-100017;-100020;-100021;-100024
1.2;-100006;-100006;-100008;-100010;-100013;-100015;-100016;-100018
