ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470000;0;0;0;0;0;0;0
0.85;470001;0;0;0;0;0;0;0
0.9;470002;0;0;0;0;0;0;0
0.91;470002;0;0;0;0;0;0;0
0.92;470003;0;0;0;0;0;0;0
0.93;470003;0;0;0;0;0;0;0
0.94;470004;0;0;0;0;0;0;0
0.95;470004;0;0;0;0;0;0;0
0.96;470005;0;0;0;0;0;0;0
0.97;470006;0;0;0;0;0;0;0
0.98;470007;0;0;0;0;0;0;0
0.99;470008;0;0;0;0;0;0;0
1;470009;0;0;0;0;0;0;0
1.01;470011;0;0;0;0;0;0;0
1.02;470013;0;0;0;0;0;0;0
1.03;470017;0;0;0;0;0;0;0
1.04;470020;0;0;0;0;0;0;0
1.05;470023;0;0;0;0;0;0;0
1.06;470027;0;0;0;0;0;0;0
1.07;470031;0;0;0;0;0;0;0
1.08;470037;0;0;0;0;0;0;0
1.09;470045;0;0;0;0;0;0;0
1.1;470058;0;0;0;0;0;0;0
1.15;470569;0;0;0;0;0;0;0
1.2;476911;0;0;0;0;0;0;0
