ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-107344;-110523;-113679;0;-124128;-150623;-181155;-228749
0.85;-100846;-101532;-102184;0;-103137;-106112;-109033;-114522
0.9;-83122;-100003;-100013;0;0;-100169;-100769;-101563
0.91;-50857;-64183;-73510;0;0;-100040;-100342;-100955
0.92;-50010;-50213;-50933;0;0;-87578;-100058;-100437
0.93;0;-50006;-50011;0;0;-54318;-84633;-100092
0.94;0;0;-2;0;0;-50560;-67640;-100022
0.95;0;0;0;0;0;-50010;-50261;-71400
0.96;0;0;0;0;0;0;-50017;-51986
0.97;0;0;0;0;0;0;0;-50033
0.98;0;0;0;0;0;0;0;0
0.99;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0
1.01;0;0;0;0;0;0;0;0
1.02;0;0;0;0;0;0;0;0
1.03;0;0;0;0;0;0;0;0
1.04;0;0;0;0;0;0;0;0
1.05;0;0;0;0;0;0;0;0
1.06;0;0;0;0;0;0;0;0
1.07;0;0;0;0;0;0;0;0
1.08;0;0;0;0;0;0;0;0
1.09;0;0;0;0;0;0;0;0
1.1;0;0;0;0;0;0;0;0
1.15;0;0;0;0;0;0;0;0
1.2;0;0;0;0;0;0;0;0
