ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-102133;-102271;-102299;0;0;0;0;0
0.85;-101290;-101376;-101392;0;0;0;0;0
0.9;-100748;-100811;-100816;0;0;0;0;0
0.91;-100673;-100727;-100735;0;0;0;0;0
0.92;-100589;-100642;-100656;0;0;0;0;0
0.93;-100533;-100567;-100579;0;0;0;0;0
0.94;-100467;-100513;-100529;0;0;0;0;0
0.95;-100413;-100448;-100463;0;0;0;0;0
0.96;-100368;-100404;-100406;0;0;0;0;0
0.97;-100322;-100355;-100362;0;0;0;0;0
0.98;-100282;-100314;-100317;0;0;0;0;0
0.99;-100247;-100275;-100280;0;-66881;0;0;0
1;-100211;-100238;-100242;0;-79975;0;0;0
1.01;-100182;-100205;-100208;0;-79963;0;0;0
1.02;-100158;-100176;-100180;0;-79959;0;0;0
1.03;-100139;-100154;-100157;0;-79954;0;0;0
1.04;-100118;-100133;-100137;0;-79949;0;0;0
1.05;-100103;-100114;-100117;0;-79945;0;0;0
1.06;-100090;-100099;-100102;0;-79941;0;0;0
1.07;-100077;-100086;-100089;0;-79936;0;0;0
1.08;-100068;-100075;-100077;0;-79934;0;0;0
1.09;-100061;-100067;-100068;0;-79932;0;0;0
1.1;-100054;-100059;-100061;0;-79929;0;0;0
1.15;-100026;-100029;-100030;0;-79920;0;0;0
1.2;-100013;-100015;-100015;0;-79917;0;0;0
