ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-111273;-111509;-110726;0;0;0;0;0
0.85;-109247;-109526;-108997;0;0;0;0;0
0.9;-107170;-107478;-107172;0;0;0;0;0
0.91;-106691;-107070;-106808;0;0;0;0;0
0.92;-106180;-106580;-106329;0;0;0;0;0
0.93;-105648;-106068;-105833;0;0;0;0;0
0.94;-105136;-105537;-105294;0;0;0;0;0
0.95;-104712;-105056;-104883;0;0;0;0;0
0.96;-104281;-104643;-104410;0;0;0;0;0
0.97;-103832;-104203;-103982;0;0;0;0;0
0.98;-103341;-103751;-103646;0;0;0;0;0
0.99;-102902;-103263;-103194;0;0;0;0;0
1;-102516;-102847;-102799;0;0;0;0;0
1.01;-102189;-102490;-102454;0;0;0;0;0
1.02;-101896;-102163;-102130;0;0;0;0;0
1.03;-101603;-101887;-101874;0;0;0;0;0
1.04;-101359;-101613;-101607;0;0;0;0;0
1.05;-101071;-101369;-101367;0;0;0;0;0
1.06;-100726;-101088;-101084;0;0;0;0;0
1.07;-100364;-100758;-100764;0;0;0;0;0
1.08;-100082;-100400;-100424;0;0;0;0;0
1.09;-100009;-100114;-100133;0;0;0;0;0
1.1;0;-100010;-100012;0;0;0;0;0
1.15;0;0;0;0;0;0;0;0
1.2;0;0;0;0;0;0;0;0
