ZoneName; Constant; PotentialAccess; ln_water; slope100_cont; sosl_100
AT; -0.470642608974367; -3.9148693920524; 0.0114629300955914; -0.0424072610356592; -0.30066742375881
BELUX; 1.34066268343568; -2.84778076741908; 0.255230041764967; 0.228357238222359; -0.354569069612128
BG; 0.527060783889169; 2.19715987157481; -0.0258533998566007; -0.0165223714706534; 0.136208591552341
CY; -3.03525517307051; 0; -0.100397815037598; 0.256154397895999; -0.221732350247017
CZ; -3.65449660699177; 11.1356882039713; 0.0331541331490126; 0.075563828406859; -0.248701768580571
DE; -1.20366506680475; 1.97142872193876; -0.00157352859164694; -0.0466147458915945; 0.137265889011404
DK; -3.61599398876218; 13.1458495324549; 0.215365105908668; 0.172243228574845; -0.0494673944897071
EE; -0.165375503122937; 14.2947943831793; 0.313888318113521; 0.253209252382602; 0.364619718551879
ES; -0.392550268987984; -1.6468036422192; -0.00381790417727453; 0.00401318797871886; 0.00657445050118372
FI; -0.00579618854627189; 1756.60216248551; 0.0502506152740823; -0.287574548925858; 0.122863273040912
FR; -0.453426760893496; 1.64146963693725; 0.0114731401247824; -0.0484977676697324; -0.105888525174132
GR; -2.25424792073849; 7.2954042295604; 0.0444586135263098; 0.0323032197794496; 0.0523837697078124
HR; -1.22512123648978; 11.6686823518248; -0.0263997895135273; -0.0355897975801771; -0.0431267267649208
HU; -1.72012829437418; 2.58742623188735; 0.0980897961218879; 0.443776584855952; 0.250711235945186
IE; -0.100089579511561; 15.9485789027346; 0.192268859329953; -0.201652433518384; 0.0556634558926811
IT; -2.14244877753711; 5.55259618137393; 0.0257137852820124; -0.0107944634647682; -0.213062990042671
LT; 2.53567192102389; -21.6820165139625; 0.384831202047649; 0.322265166500297; 0.860165542180057
LV; 5.78452091157748; -24.4536737970123; -0.0219822357706158; -0.0613060087153295; -0.37351748625383
MT; 0.493167265112472; 0; -0.305251119627616; 0.138479329035207; 0.0
NL; -16.0896702920837; -1.02307821243116; -0.0213156408650161; -0.115137638128216; 14.5597095545583
PL; 3.56918785940895; -2.47743882899863; 0.0846656975872504; -0.16578992379694; -0.818834840682482
PT; 0.431045025798434; 5.41470174715306; -0.0125777912779718; -0.0238891553066499; 0.0002608798359679
RO; -0.276491119952056; 12.2639038357947; -0.0100985274802623; -0.0661627523134371; 0.0180155221851143
SE; -0.165205436822768; 493.745434606762; -0.180066092640746; -0.249473466231584; -0.0562437110842419
SI; 2.17936506567624; -3.17129788038538; 0.0452249468366845; -0.0822017329057414; -0.0893685473002758
SK; 4.32815823856704; 0.719065539303699; -0.0791418126254315; -0.133597166048207; -0.458973421818783
UK; -2.31807921794201; 0.461358831530014; -0.00473772042607593; -0.0575618346137163; 0.12676050667657
