ZoneName; Constant; PotentialAccess; ln_water; slope100_cont; sosl_100
AT; -0.53912472831075; 7.61755633995624; -0.0189243977922691; -0.0607448302834564; 0.0381703575091336
BELUX; 5.79036622306806; -4.93638795800263; 0.211355341819351; 0.306837146373275; -0.0167333157782682
BG; 1.9295112133504; -0.85702969906352; -0.00458972949442081; 0.0215158953321947; 0.0757494025387075
CY; -3.74617950976279; 0; 0.0629041442644514; 0.242278762487378; 0.226329363538061
CZ; 2.38991921827868; 6.14720851051318; -0.114382914231558; 0.11370470810504; -0.546058918125502
DE; 1.73584665277524; 3.64342651753808; -0.0161534947349343; -0.0269085011595452; -0.00456789538601897
DK; -1.10261208132759; 10.6814963167337; 0.0371736482762441; 0.21266661900531; 0.346725955038791
EE; 1.31185943314019; 34.2399167332074; 0.259682253108348; 0.33432052409856; 0.229097247245653
ES; -0.771842092983356; 2.75752640854325; 0.0197712086750176; 0.0306514468998187; 0.00622575252984759
FI; 0.68112616407511; 1831.50704626631; 0.0438047843955874; -0.223361819484093; 0.155672222774272
FR; 0.567785482458773; 5.94303515561531; -0.0204580580377767; -0.037923243022598; -0.0951724317338952
GR; -1.75943528269134; 6.43647052978875; 0.0830826243604687; 0.0320489251541813; 0.00635281756939157
HR; -1.724323591063; 17.0419655703093; 0.00165041866391524; 0.0221882220400272; -0.0923981331246518
HU; -0.572282630490542; 4.9875423769191; 0.0866762810878718; 0.529094286868962; 0.00225251525261841
IE; -2.5108238294012; 28.0971342121178; 0.189234835481772; -0.0926716327765138; 0.552788778343335
IT; -0.315273827354315; 5.86234532197903; 0.0139685417417865; -0.0105143466189085; -0.0935609696262575
LT; 4.65842041064626; -16.4325858741386; 0.32907372229773; 0.386314484998459; 0.597160109296991
LV; 6.57859966354933; -7.0554621855083; -0.0340767675119714; -0.0298095766523718; -0.543072741814207
MT; -2.03000890997878; 0; -0.234488412060747; 0.509657618794342; 0
NL; -2.11170030497331; 3.91772062960829; 0.286588811380806; 0.0961582518286767; -0.561703345820964
PL; 7.56775012853175; -3.91565675519041; 0.0241067391075421; -0.107633264220829; -0.80883406120981
PT; 0.685505197320339; 12.5483557506706; -0.0582090628190627; -0.0710425466553427; -0.109668603299455
RO; 1.04663728608404; 18.8537146070102; -0.0346715133826883; -0.0188088701953973; -0.0384633412479094
SE; 0.989702208726899; 515.734831164051; -0.22632999848853; -0.213256235105632; 0.0114755956784087
SI; 5.01801362475282; -0.945057080264448; -0.0535703270969833; -0.0659561822227569; 0.0153801331667656
SK; 5.72998801435906; 3.06026744505769; -0.114214171640005; -0.104449598815292; -0.245530771813671
UK; -1.18815042971924; 4.56922387001344; -0.0360763704224934; -0.0595144057977427; 0.0529247085311092
