ZoneName; Constant; PotentialAccess; ln_water; slope100_cont; sosl_100
AT; -5.11503335457019; 17.2565078313659; -0.0411712038904281; -0.316026471693989; -0.118681450530519
BELUX; -0.777788115882848; 3.73897351695641; 0.199195556097512; 0.00768458240053312; -0.049714131741623
BG; -0.641345852314038; 24.512760866895; -0.0525551111755584; -0.307313808463609; 0.0664152292025287
CY; -1.61386836517544; 0; -0.142414226631579; -0.0972175295672359; 0.3374926137962
CZ; 1.01475184504288; 7.67676568659603; -0.15420277106618; -0.214331738738532; -0.396906463751566
DE; -0.507305363230946; 6.22004760092416; -0.0576981418366072; -0.286174076956298; -0.139454156665779
DK; -2.82468034592501; 19.1812200939082; -0.073246875893843; -0.0554675787454615; 0.123654239637596
EE; -4.36778583601527; 132.164949954463; 0.0970666015137558; 0.0146328154393721; 0.700909063559545
ES; -1.97593147425359; 9.8934813220891; -0.159559532398314; -0.234675991395458; 0.0917457642170214
FI; -5.10591680679397; 1930.62775190613; 0.0277115120759019; -0.469249441782021; 0.285971050916731
FR; -0.479596529107955; 7.66311644378012; -0.14634590907262; -0.229376451631902; -0.168594913747518
GR; -1.63290937781984; 17.8524498294097; -0.149924270622247; -0.258881863607999; -0.190078797638281
HR; -2.92393991358225; 18.3882394594607; -0.178045924969492; -0.184195722923089; 0.234170097333774
HU; -2.21994932100798; 9.59280519588586; -0.027799231788499; 0.209209742428764; 0.08546730362556
IE; -3.06876703672957; 42.4118912805815; 0.0239351984729805; -0.371225087377477; -0.0426051772875842
IT; -0.00970293151120265; 7.23558689588479; -0.0864566175179704; -0.258129279875355; -0.222690892135
LT; 0.539209571807275; 12.1654799427772; 0.262669540410721; -0.0534967401784085; 0.619582152458433
LV; 2.37046273330077; 24.9952227805846; -0.199660647017527; -0.355864133531274; -0.758814086590832
MT; 0; 0; 0; 0; 0
NL; -1.86872016946475; 4.62851486972966; 0.182459840857341; -1.09519882618756; -0.697808548292596
PL; 4.22355058429063; 0.891013405389307; 0.0441723998125035; -0.390581810663877; -0.771612428831623
PT; -2.62527245362217; 28.1091993823814; -0.0736838731383755; -0.210495897781045; -0.168596933537694
RO; 1.22763418700545; 21.1519002646721; -0.155564192464464; -0.342716703927322; -0.0921413691264084
SE; -3.32620316764519; 540.843339040438; -0.477120006372397; -0.32808709100873; 0.0331172850903066
SI; -2.36764962058519; 16.3101749201369; -0.173784086995468; -0.270353476053358; 0.188558059148792
SK; 5.39101410474149; 4.23228418656347; -0.141925370961402; -0.512137605835309; -0.148285001586964
UK; -2.39680399734512; 9.03257175801878; -0.11393293649992; -0.383915587976649; 0.144505971131794
