ZoneName;Constant;l0;l1;l2;l3;l4;l5;l6;l16
AT; -3.42712206495841; 1.0614141698552; 1.97057894635645; 1.16947241914213; 0.595384844811084; 0.461374729544445; -0.0621313056695505; -14.9502168751417; -14.7795162856934
BELUX; 2.15696625473061; -0.0296011466540452; 1.18210391114135; 0.24297945377241; 13.004314036885; 0.339508718710564; -0.145303862627953; 0.39834753633851; -1.38646595114538
BG; 0.554058000999339; 0.28060823933623; 1.23177386368206; -0.0219126287630075; -0.250573098977407; -0.0196227623320656; -0.345792245979831; -0.247166222604417; -1.63762704662775
CY; -4.10541452797355; 0.691735083130601; 1.29919550325492; 0.402190704486317; 0.407344024009523; -6.64927786814354; -0.206422438267472; -0.0386763466983794; -0.42423291828717
CZ; 4.50003791284957; 0.168085145103423; 0.921343468301175; 0.189775592351455; 10.4041180795978; -0.331656964487895; -0.397596289362484; -0.923174875253268; -1.8948910847621
DE; 1.0983143616589; 0.566237483029469; 0.966672913223046; 0.232898121879057; 0.121080514182113; 0.184477201821601; -0.192424928614516; -0.624622580356175; -1.20644988698204
DK; -2.20244206959364; 1.22683184777515; 4.51063639226304; 0.501816217832097; 14.6645849480018; 1.1090590632133; 0.0587208311013194; -1.82419473167156; -2.88626705753284
EE; -1.7897552962703; 0.867654801655681; 2.08783336311087; 0.439302560317446; 15.4171902341267; 0.160190698095356; 0.00784643630347316; -0.0968158451898167; -1.06216110316935
ES; -1.10709809876085; 0.402772297147201; 1.2676984737344; -0.064054140092782; -0.123090003352156; 0.122923366186391; -0.294277869287938; -0.392235060155465; -0.920340403109877
FI; -1.56733136002058; 17.1716729730737; 18.8703749262524; 16.7511320172981; 0; 0; 0.333036645490004; -0.439820395226261; -15.8641479714725
FR; -1.01324936543313; 0.495501225600606; 1.35771619264337; 0.231262433733763; 0.0332909767153862; 0.130073532567078; -0.16729760939873; -0.17845690514075; -1.10247160072626
GR; -3.73393301308091; 0.425974511822151; 1.55413143192191; 0.0386633483332665; -0.0952731437771948; -0.231137379332611; -0.116384399135498; -0.234202684869732; -0.697171936977457
HR; -2.90382871146823; 0.259295355733133; 14.7201909593506; 0.268965973045185; -12.1476583331105; 0.504125663339374; -0.499100793005223; -0.100422484902638; -1.50429302188763
HU; -1.2635817097124; 0.498617592768727; 1.50650572693708; 0.134949101535329; 0.668058376787182; 0.37176653453242; 0.0460803012221999; 0.134958140421641; -1.23779831916659
IE; -1.04297348046688; 0.790047381589848; 1.58680329004674; 0.285871942511038; 0; 0.204792971970709; 0.187670052651151; -1.75110359283676; -1.51986151379877
IT; -1.17852800202261; 0.497909290963628; 1.41549798337041; 0.224597706634345; 0.0673352302709547; 0.119708809473572; -0.318820335157186; -0.254699736320496; -1.22883536925787
LT; -0.805782584742106; 1.85814502651915; 14.4863446251233; 1.31010145543854; 9.09303469083428; 0.0748577172466884; 0.259888067992352; 0.0292421978351474; -15.5323411880233
LV; 6.31058086906281; 3.83191345279599; 0.0733920142358818; 0.100476074290362; -5.29428631047556; -0.554325505285598; -0.70258651316186; 0.108489223527689; -13.9335060159198
MT; 3.98226140422401; 0; -0.360610007166182; -0.895663328424812; 0.264898291717845; 0; 17.1805568056504; 0; 0
NL; 0.437931254960746; 0.685773594504136; 0.986970124547014; 0.222697271744354; 12.5348419665992; 0.197882674024523; -0.164985082260785; -0.960637486518279; -1.40587564238625
PL; 1.66759662087887; 1.91111979889643; 1.32319636394641; 0.506572904918804; 10.9969651533083; 0.334382158323831; -0.172509228259554; -0.436904124639066; -14.2730527761813
PT; -0.756948230413928; 0.425442434501918; 1.38145078434779; 0.0183511466952404; -0.107714977433386; -0.862673689909333; 0.0469106090448017; -0.314571196178195; -1.04510836367316
RO; -1.03498093016066; 0.627610745582598; 3.60664252091947; 0.282341547997888; 0.146561457690405; 0.3902729047569; -0.382402921653024; -0.312161229233999; -1.45951532562041
SE; -2.62746305719729; 2.33274004470997; 20.287831046945; 1.24820408449892; 0; 0.855321845954197; -0.0283695915174367; 0.445980346394011; -1.51765185962996
SI; 1.07623910898321; 0.691797502417263; 16.5198925695646; 0.402925135824843; 1.12902290108896; 0.447403146074233; -0.329207136028897; -15.4462807752768; -15.5038676389168
SK; 0.448675592190485; 1.57659770687018; 2.11997277060361; 0.555773748197906; 11.3985975760074; 0.204421220490469; -0.229968757095705; -0.484591564769174; -1.45556117415265
UK; -1.79351219320651; 0.855090545528708; 1.50106906790949; 0.393303175739352; 0.074985232423487; 0.0958533565954818; 0.00190218835525196; -0.535408280131803; -1.08980973344158
