Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
SK01,2006,0,0,7642,7642
SK01,2007,0,0,7875,7897
SK01,2008,0,0,8107,8151
SK01,2009,0,0,8340,8406
SK01,2010,0,0,8572,8661
SK01,2011,0,0,8603,8695
SK01,2012,0,0,8634,8730
SK01,2013,0,0,8665,8765
SK01,2014,0,0,8696,8799
SK01,2015,0,0,8726,8834
SK01,2016,0,0,8797,8916
SK01,2017,0,0,8868,8997
SK01,2018,0,0,8939,9079
SK01,2019,0,0,9010,9161
SK01,2020,0,0,9081,9243
SK01,2021,0,0,9133,9304
SK01,2022,0,0,9184,9364
SK01,2023,0,0,9236,9425
SK01,2024,0,0,9288,9486
SK01,2025,0,0,9340,9546
SK01,2026,0,0,9388,9604
SK01,2027,0,0,9436,9661
SK01,2028,0,0,9485,9719
SK01,2029,0,0,9533,9777
SK01,2030,0,0,9582,9834
SK01,2031,0,0,9608,9865
SK01,2032,0,0,9634,9896
SK01,2033,0,0,9659,9928
SK01,2034,0,0,9685,9959
SK01,2035,0,0,9711,9990
SK01,2036,0,0,9725,10007
SK01,2037,0,0,9739,10023
SK01,2038,0,0,9753,10040
SK01,2039,0,0,9767,10057
SK01,2040,0,0,9781,10074
SK01,2041,0,0,9786,10080
SK01,2042,0,0,9792,10087
SK01,2043,0,0,9797,10093
SK01,2044,0,0,9802,10100
SK01,2045,0,0,9808,10106
SK01,2046,0,0,9811,10111
SK01,2047,0,0,9815,10115
SK01,2048,0,0,9819,10120
SK01,2049,0,0,9823,10124
SK01,2050,0,0,9826,10129
SK02,2006,0,0,12940,12940
SK02,2007,0,0,13545,13591
SK02,2008,0,0,14151,14243
SK02,2009,0,0,14756,14894
SK02,2010,0,0,15361,15546
SK02,2011,0,0,15472,15668
SK02,2012,0,0,15582,15790
SK02,2013,0,0,15693,15912
SK02,2014,0,0,15803,16034
SK02,2015,0,0,15914,16156
SK02,2016,0,0,16147,16422
SK02,2017,0,0,16381,16689
SK02,2018,0,0,16615,16956
SK02,2019,0,0,16849,17222
SK02,2020,0,0,17082,17489
SK02,2021,0,0,17234,17665
SK02,2022,0,0,17385,17841
SK02,2023,0,0,17536,18017
SK02,2024,0,0,17688,18192
SK02,2025,0,0,17839,18368
SK02,2026,0,0,17983,18538
SK02,2027,0,0,18127,18708
SK02,2028,0,0,18270,18877
SK02,2029,0,0,18414,19047
SK02,2030,0,0,18558,19217
SK02,2031,0,0,18621,19292
SK02,2032,0,0,18684,19368
SK02,2033,0,0,18747,19443
SK02,2034,0,0,18811,19518
SK02,2035,0,0,18874,19594
SK02,2036,0,0,18915,19644
SK02,2037,0,0,18957,19693
SK02,2038,0,0,18998,19743
SK02,2039,0,0,19040,19793
SK02,2040,0,0,19081,19843
SK02,2041,0,0,19100,19866
SK02,2042,0,0,19119,19888
SK02,2043,0,0,19138,19911
SK02,2044,0,0,19157,19934
SK02,2045,0,0,19176,19957
SK02,2046,0,0,19189,19973
SK02,2047,0,0,19202,19989
SK02,2048,0,0,19216,20005
SK02,2049,0,0,19229,20021
SK02,2050,0,0,19242,20037
SK03,2006,0,0,8336,8336
SK03,2007,0,0,8860,8904
SK03,2008,0,0,9383,9473
SK03,2009,0,0,9907,10041
SK03,2010,0,0,10431,10609
SK03,2011,0,0,10501,10687
SK03,2012,0,0,10571,10765
SK03,2013,0,0,10641,10843
SK03,2014,0,0,10711,10921
SK03,2015,0,0,10781,10999
SK03,2016,0,0,10954,11197
SK03,2017,0,0,11126,11395
SK03,2018,0,0,11298,11592
SK03,2019,0,0,11471,11790
SK03,2020,0,0,11643,11988
SK03,2021,0,0,11746,12108
SK03,2022,0,0,11849,12228
SK03,2023,0,0,11952,12349
SK03,2024,0,0,12055,12469
SK03,2025,0,0,12158,12589
SK03,2026,0,0,12259,12708
SK03,2027,0,0,12359,12827
SK03,2028,0,0,12460,12946
SK03,2029,0,0,12560,13066
SK03,2030,0,0,12661,13185
SK03,2031,0,0,12697,13227
SK03,2032,0,0,12732,13270
SK03,2033,0,0,12768,13313
SK03,2034,0,0,12804,13355
SK03,2035,0,0,12839,13398
SK03,2036,0,0,12866,13430
SK03,2037,0,0,12892,13462
SK03,2038,0,0,12919,13493
SK03,2039,0,0,12945,13525
SK03,2040,0,0,12971,13557
SK03,2041,0,0,12981,13569
SK03,2042,0,0,12991,13581
SK03,2043,0,0,13002,13593
SK03,2044,0,0,13012,13606
SK03,2045,0,0,13022,13618
SK03,2046,0,0,13028,13626
SK03,2047,0,0,13035,13634
SK03,2048,0,0,13042,13642
SK03,2049,0,0,13048,13650
SK03,2050,0,0,13055,13658
SK04,2006,0,0,9850,9850
SK04,2007,0,0,10208,10229
SK04,2008,0,0,10565,10608
SK04,2009,0,0,10923,10987
SK04,2010,0,0,11280,11366
SK04,2011,0,0,11364,11456
SK04,2012,0,0,11447,11546
SK04,2013,0,0,11530,11636
SK04,2014,0,0,11613,11726
SK04,2015,0,0,11697,11816
SK04,2016,0,0,11894,12037
SK04,2017,0,0,12091,12258
SK04,2018,0,0,12288,12479
SK04,2019,0,0,12485,12700
SK04,2020,0,0,12682,12921
SK04,2021,0,0,12802,13057
SK04,2022,0,0,12921,13194
SK04,2023,0,0,13041,13331
SK04,2024,0,0,13161,13468
SK04,2025,0,0,13281,13604
SK04,2026,0,0,13400,13743
SK04,2027,0,0,13520,13882
SK04,2028,0,0,13640,14021
SK04,2029,0,0,13759,14160
SK04,2030,0,0,13879,14299
SK04,2031,0,0,13922,14349
SK04,2032,0,0,13964,14399
SK04,2033,0,0,14007,14449
SK04,2034,0,0,14050,14499
SK04,2035,0,0,14092,14549
SK04,2036,0,0,14126,14589
SK04,2037,0,0,14160,14629
SK04,2038,0,0,14194,14669
SK04,2039,0,0,14228,14709
SK04,2040,0,0,14262,14749
SK04,2041,0,0,14276,14765
SK04,2042,0,0,14290,14782
SK04,2043,0,0,14304,14799
SK04,2044,0,0,14318,14816
SK04,2045,0,0,14333,14832
SK04,2046,0,0,14342,14844
SK04,2047,0,0,14352,14855
SK04,2048,0,0,14362,14867
SK04,2049,0,0,14372,14879
SK04,2050,0,0,14381,14890
