Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
CZ01,2006,0,0,6428,6428
CZ01,2007,0,0,6673,6680
CZ01,2008,0,0,6918,6933
CZ01,2009,0,0,7163,7185
CZ01,2010,0,0,7409,7437
CZ01,2011,0,0,7438,7468
CZ01,2012,0,0,7467,7498
CZ01,2013,0,0,7496,7529
CZ01,2014,0,0,7525,7559
CZ01,2015,0,0,7554,7589
CZ01,2016,0,0,7637,7678
CZ01,2017,0,0,7720,7766
CZ01,2018,0,0,7803,7854
CZ01,2019,0,0,7886,7943
CZ01,2020,0,0,7969,8031
CZ01,2021,0,0,8028,8095
CZ01,2022,0,0,8087,8159
CZ01,2023,0,0,8146,8223
CZ01,2024,0,0,8206,8287
CZ01,2025,0,0,8265,8351
CZ01,2026,0,0,8336,8429
CZ01,2027,0,0,8407,8507
CZ01,2028,0,0,8479,8585
CZ01,2029,0,0,8550,8663
CZ01,2030,0,0,8621,8741
CZ01,2031,0,0,8673,8799
CZ01,2032,0,0,8726,8857
CZ01,2033,0,0,8778,8915
CZ01,2034,0,0,8831,8973
CZ01,2035,0,0,8883,9031
CZ01,2036,0,0,8943,9098
CZ01,2037,0,0,9003,9164
CZ01,2038,0,0,9062,9231
CZ01,2039,0,0,9122,9297
CZ01,2040,0,0,9182,9364
CZ01,2041,0,0,9245,9435
CZ01,2042,0,0,9308,9506
CZ01,2043,0,0,9371,9576
CZ01,2044,0,0,9434,9647
CZ01,2045,0,0,9497,9718
CZ01,2046,0,0,9555,9784
CZ01,2047,0,0,9614,9849
CZ01,2048,0,0,9672,9915
CZ01,2049,0,0,9730,9981
CZ01,2050,0,0,9788,10046
CZ02,2006,0,0,15863,15863
CZ02,2007,0,0,16234,16248
CZ02,2008,0,0,16604,16634
CZ02,2009,0,0,16975,17019
CZ02,2010,0,0,17346,17405
CZ02,2011,0,0,17436,17499
CZ02,2012,0,0,17526,17593
CZ02,2013,0,0,17616,17686
CZ02,2014,0,0,17706,17780
CZ02,2015,0,0,17796,17874
CZ02,2016,0,0,18002,18094
CZ02,2017,0,0,18207,18313
CZ02,2018,0,0,18413,18532
CZ02,2019,0,0,18618,18752
CZ02,2020,0,0,18823,18971
CZ02,2021,0,0,18961,19120
CZ02,2022,0,0,19100,19270
CZ02,2023,0,0,19238,19419
CZ02,2024,0,0,19376,19569
CZ02,2025,0,0,19514,19718
CZ02,2026,0,0,19674,19894
CZ02,2027,0,0,19834,20069
CZ02,2028,0,0,19994,20245
CZ02,2029,0,0,20154,20420
CZ02,2030,0,0,20313,20596
CZ02,2031,0,0,20416,20710
CZ02,2032,0,0,20519,20823
CZ02,2033,0,0,20621,20937
CZ02,2034,0,0,20724,21051
CZ02,2035,0,0,20827,21164
CZ02,2036,0,0,20956,21309
CZ02,2037,0,0,21086,21454
CZ02,2038,0,0,21215,21599
CZ02,2039,0,0,21345,21744
CZ02,2040,0,0,21475,21889
CZ02,2041,0,0,21610,22041
CZ02,2042,0,0,21745,22193
CZ02,2043,0,0,21879,22345
CZ02,2044,0,0,22014,22497
CZ02,2045,0,0,22149,22650
CZ02,2046,0,0,22272,22789
CZ02,2047,0,0,22394,22928
CZ02,2048,0,0,22517,23067
CZ02,2049,0,0,22640,23207
CZ02,2050,0,0,22762,23346
CZ03,2006,0,0,11563,11563
CZ03,2007,0,0,11759,11762
CZ03,2008,0,0,11954,11961
CZ03,2009,0,0,12150,12160
CZ03,2010,0,0,12345,12359
CZ03,2011,0,0,12412,12428
CZ03,2012,0,0,12479,12497
CZ03,2013,0,0,12546,12567
CZ03,2014,0,0,12613,12636
CZ03,2015,0,0,12680,12706
CZ03,2016,0,0,12838,12876
CZ03,2017,0,0,12997,13046
CZ03,2018,0,0,13155,13216
CZ03,2019,0,0,13314,13386
CZ03,2020,0,0,13472,13556
CZ03,2021,0,0,13568,13661
CZ03,2022,0,0,13664,13766
CZ03,2023,0,0,13760,13870
CZ03,2024,0,0,13856,13975
CZ03,2025,0,0,13952,14080
CZ03,2026,0,0,14060,14200
CZ03,2027,0,0,14167,14321
CZ03,2028,0,0,14275,14441
CZ03,2029,0,0,14383,14561
CZ03,2030,0,0,14491,14682
CZ03,2031,0,0,14551,14749
CZ03,2032,0,0,14611,14817
CZ03,2033,0,0,14671,14885
CZ03,2034,0,0,14730,14952
CZ03,2035,0,0,14790,15020
CZ03,2036,0,0,14870,15111
CZ03,2037,0,0,14949,15202
CZ03,2038,0,0,15029,15293
CZ03,2039,0,0,15108,15384
CZ03,2040,0,0,15187,15474
