Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
CY00,2006,0,0,12362,12362
CY00,2007,0,0,12480,12491
CY00,2008,0,0,12599,12620
CY00,2009,0,0,12717,12749
CY00,2010,0,0,12836,12878
CY00,2011,0,0,12396,12438
CY00,2012,0,0,11956,11998
CY00,2013,0,0,11516,11558
CY00,2014,0,0,11076,11118
CY00,2015,0,0,10636,10678
CY00,2016,0,0,10846,10897
CY00,2017,0,0,11056,11116
CY00,2018,0,0,11265,11335
CY00,2019,0,0,11475,11554
CY00,2020,0,0,11685,11773
CY00,2021,0,0,11808,11909
CY00,2022,0,0,11930,12045
CY00,2023,0,0,12053,12182
CY00,2024,0,0,12176,12318
CY00,2025,0,0,12299,12454
CY00,2026,0,0,12378,12544
CY00,2027,0,0,12457,12635
CY00,2028,0,0,12536,12725
CY00,2029,0,0,12616,12816
CY00,2030,0,0,12695,12906
CY00,2031,0,0,12815,13047
CY00,2032,0,0,12934,13188
CY00,2033,0,0,13054,13328
CY00,2034,0,0,13174,13469
CY00,2035,0,0,13294,13610
CY00,2036,0,0,13406,13744
CY00,2037,0,0,13518,13879
CY00,2038,0,0,13631,14013
CY00,2039,0,0,13743,14148
CY00,2040,0,0,13855,14282
CY00,2041,0,0,13946,14392
CY00,2042,0,0,14037,14502
CY00,2043,0,0,14128,14612
CY00,2044,0,0,14219,14722
CY00,2045,0,0,14310,14832
CY00,2046,0,0,14390,14930
CY00,2047,0,0,14470,15028
CY00,2048,0,0,14551,15127
CY00,2049,0,0,14631,15225
CY00,2050,0,0,14712,15323
