Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
FI13,2006,0,0,8085,8085
FI13,2007,0,0,7918,7918
FI13,2008,0,0,7751,7751
FI13,2009,0,0,7583,7583
FI13,2010,0,0,7416,7416
FI13,2011,0,0,7360,7360
FI13,2012,0,0,7303,7303
FI13,2013,0,0,7246,7246
FI13,2014,0,0,7190,7190
FI13,2015,0,0,7133,7133
FI13,2016,0,0,7143,7143
FI13,2017,0,0,7153,7153
FI13,2018,0,0,7163,7163
FI13,2019,0,0,7173,7173
FI13,2020,0,0,7183,7183
FI13,2021,0,0,7201,7201
FI13,2022,0,0,7218,7219
FI13,2023,0,0,7236,7236
FI13,2024,0,0,7254,7254
FI13,2025,0,0,7271,7272
FI13,2026,0,0,7301,7303
FI13,2027,0,0,7331,7334
FI13,2028,0,0,7361,7365
FI13,2029,0,0,7391,7396
FI13,2030,0,0,7421,7427
FI13,2031,0,0,7461,7469
FI13,2032,0,0,7500,7511
FI13,2033,0,0,7539,7553
FI13,2034,0,0,7579,7596
FI13,2035,0,0,7618,7638
FI13,2036,0,0,7658,7682
FI13,2037,0,0,7698,7725
FI13,2038,0,0,7737,7769
FI13,2039,0,0,7777,7813
FI13,2040,0,0,7817,7857
FI13,2041,0,0,7850,7894
FI13,2042,0,0,7883,7931
FI13,2043,0,0,7916,7968
FI13,2044,0,0,7949,8006
FI13,2045,0,0,7982,8043
FI13,2046,0,0,8011,8076
FI13,2047,0,0,8040,8110
FI13,2048,0,0,8069,8143
FI13,2049,0,0,8098,8177
FI13,2050,0,0,8127,8210
FI18,2006,0,0,30105,30105
FI18,2007,0,0,29862,29862
FI18,2008,0,0,29620,29620
FI18,2009,0,0,29377,29377
FI18,2010,0,0,29135,29135
FI18,2011,0,0,29098,29098
FI18,2012,0,0,29061,29061
FI18,2013,0,0,29025,29025
FI18,2014,0,0,28988,28988
FI18,2015,0,0,28951,28951
FI18,2016,0,0,29186,29186
FI18,2017,0,0,29420,29421
FI18,2018,0,0,29655,29656
FI18,2019,0,0,29889,29891
FI18,2020,0,0,30124,30126
FI18,2021,0,0,30367,30373
FI18,2022,0,0,30610,30621
FI18,2023,0,0,30854,30868
FI18,2024,0,0,31097,31116
FI18,2025,0,0,31340,31363
FI18,2026,0,0,31616,31651
FI18,2027,0,0,31892,31939
FI18,2028,0,0,32168,32227
FI18,2029,0,0,32444,32515
FI18,2030,0,0,32721,32803
FI18,2031,0,0,33028,33133
FI18,2032,0,0,33335,33464
FI18,2033,0,0,33643,33794
FI18,2034,0,0,33950,34124
FI18,2035,0,0,34258,34455
FI18,2036,0,0,34549,34776
FI18,2037,0,0,34840,35097
FI18,2038,0,0,35131,35418
FI18,2039,0,0,35422,35739
FI18,2040,0,0,35713,36060
FI18,2041,0,0,35959,36336
FI18,2042,0,0,36205,36613
FI18,2043,0,0,36450,36890
FI18,2044,0,0,36696,37166
FI18,2045,0,0,36942,37443
FI18,2046,0,0,37163,37696
FI18,2047,0,0,37385,37949
FI18,2048,0,0,37606,38202
FI18,2049,0,0,37827,38455
FI18,2050,0,0,38049,38708
FI19,2006,0,0,19347,19347
FI19,2007,0,0,19444,19446
FI19,2008,0,0,19542,19544
FI19,2009,0,0,19639,19643
FI19,2010,0,0,19737,19742
FI19,2011,0,0,19686,19690
FI19,2012,0,0,19635,19639
FI19,2013,0,0,19583,19588
FI19,2014,0,0,19532,19537
FI19,2015,0,0,19481,19485
FI19,2016,0,0,19576,19583
FI19,2017,0,0,19672,19681
FI19,2018,0,0,19767,19779
FI19,2019,0,0,19862,19876
FI19,2020,0,0,19958,19974
FI19,2021,0,0,20058,20079
FI19,2022,0,0,20159,20184
FI19,2023,0,0,20260,20290
FI19,2024,0,0,20361,20395
FI19,2025,0,0,20461,20500
FI19,2026,0,0,20579,20626
FI19,2027,0,0,20697,20752
FI19,2028,0,0,20816,20878
FI19,2029,0,0,20934,21005
FI19,2030,0,0,21052,21131
FI19,2031,0,0,21184,21276
FI19,2032,0,0,21317,21421
FI19,2033,0,0,21449,21567
FI19,2034,0,0,21582,21712
FI19,2035,0,0,21714,21857
FI19,2036,0,0,21842,22001
FI19,2037,0,0,21970,22144
FI19,2038,0,0,22097,22287
