Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
SE11,2006,0,0,12263,12263
SE11,2007,0,0,12198,12198
SE11,2008,0,0,12133,12133
SE11,2009,0,0,12068,12068
SE11,2010,0,0,12003,12003
SE11,2011,0,0,12142,12142
SE11,2012,0,0,12281,12281
SE11,2013,0,0,12419,12419
SE11,2014,0,0,12558,12558
SE11,2015,0,0,12697,12697
SE11,2016,0,0,12853,12853
SE11,2017,0,0,13008,13008
SE11,2018,0,0,13163,13163
SE11,2019,0,0,13318,13318
SE11,2020,0,0,13473,13473
SE11,2021,0,0,13634,13634
SE11,2022,0,0,13794,13796
SE11,2023,0,0,13955,13957
SE11,2024,0,0,14115,14118
SE11,2025,0,0,14276,14279
SE11,2026,0,0,14443,14449
SE11,2027,0,0,14611,14619
SE11,2028,0,0,14778,14789
SE11,2029,0,0,14946,14959
SE11,2030,0,0,15113,15129
SE11,2031,0,0,15294,15315
SE11,2032,0,0,15475,15500
SE11,2033,0,0,15656,15686
SE11,2034,0,0,15836,15871
SE11,2035,0,0,16017,16057
SE11,2036,0,0,16202,16249
SE11,2037,0,0,16387,16441
SE11,2038,0,0,16573,16633
SE11,2039,0,0,16758,16826
SE11,2040,0,0,16943,17018
SE11,2041,0,0,17136,17221
SE11,2042,0,0,17328,17423
SE11,2043,0,0,17521,17626
SE11,2044,0,0,17714,17828
SE11,2045,0,0,17907,18031
SE11,2046,0,0,18097,18233
SE11,2047,0,0,18287,18435
SE11,2048,0,0,18478,18637
SE11,2049,0,0,18668,18839
SE11,2050,0,0,18858,19041
SE12,2006,0,0,20759,20759
SE12,2007,0,0,20434,20434
SE12,2008,0,0,20109,20109
SE12,2009,0,0,19785,19785
SE12,2010,0,0,19460,19460
SE12,2011,0,0,19637,19637
SE12,2012,0,0,19814,19814
SE12,2013,0,0,19991,19991
SE12,2014,0,0,20167,20167
SE12,2015,0,0,20344,20344
SE12,2016,0,0,20548,20550
SE12,2017,0,0,20753,20755
SE12,2018,0,0,20957,20961
SE12,2019,0,0,21161,21166
SE12,2020,0,0,21365,21372
SE12,2021,0,0,21552,21566
SE12,2022,0,0,21740,21760
SE12,2023,0,0,21927,21955
SE12,2024,0,0,22115,22149
SE12,2025,0,0,22302,22343
SE12,2026,0,0,22482,22535
SE12,2027,0,0,22662,22726
SE12,2028,0,0,22841,22918
SE12,2029,0,0,23021,23109
SE12,2030,0,0,23201,23300
SE12,2031,0,0,23379,23495
SE12,2032,0,0,23558,23689
SE12,2033,0,0,23736,23884
SE12,2034,0,0,23914,24078
SE12,2035,0,0,24092,24273
SE12,2036,0,0,24261,24460
SE12,2037,0,0,24429,24648
SE12,2038,0,0,24598,24836
SE12,2039,0,0,24766,25023
SE12,2040,0,0,24935,25211
SE12,2041,0,0,25098,25396
SE12,2042,0,0,25262,25582
SE12,2043,0,0,25426,25767
SE12,2044,0,0,25590,25953
SE12,2045,0,0,25753,26138
SE12,2046,0,0,25906,26313
SE12,2047,0,0,26059,26489
SE12,2048,0,0,26211,26664
SE12,2049,0,0,26364,26839
SE12,2050,0,0,26517,27014
SE21,2006,0,0,10766,10766
SE21,2007,0,0,11042,11092
SE21,2008,0,0,11317,11418
SE21,2009,0,0,11593,11743
SE21,2010,0,0,11869,12069
SE21,2011,0,0,11919,12129
SE21,2012,0,0,11969,12189
SE21,2013,0,0,12019,12249
SE21,2014,0,0,12069,12308
SE21,2015,0,0,12119,12368
SE21,2016,0,0,12171,12430
SE21,2017,0,0,12223,12493
SE21,2018,0,0,12275,12555
SE21,2019,0,0,12327,12617
SE21,2020,0,0,12379,12680
