Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
PT11,2006,0,0,11476,11476
PT11,2007,0,0,11548,11549
PT11,2008,0,0,11621,11622
PT11,2009,0,0,11693,11695
PT11,2010,0,0,11765,11768
PT11,2011,0,0,11710,11713
PT11,2012,0,0,11655,11657
PT11,2013,0,0,11600,11601
PT11,2014,0,0,11545,11546
PT11,2015,0,0,11490,11490
PT11,2016,0,0,11614,11617
PT11,2017,0,0,11738,11745
PT11,2018,0,0,11863,11872
PT11,2019,0,0,11987,12000
PT11,2020,0,0,12111,12127
PT11,2021,0,0,12170,12188
PT11,2022,0,0,12229,12249
PT11,2023,0,0,12287,12310
PT11,2024,0,0,12346,12371
PT11,2025,0,0,12405,12432
PT11,2026,0,0,12464,12494
PT11,2027,0,0,12523,12556
PT11,2028,0,0,12581,12617
PT11,2029,0,0,12640,12679
PT11,2030,0,0,12699,12741
PT11,2031,0,0,12726,12769
PT11,2032,0,0,12753,12798
PT11,2033,0,0,12780,12827
PT11,2034,0,0,12807,12855
PT11,2035,0,0,12834,12884
PT11,2036,0,0,12867,12919
PT11,2037,0,0,12899,12954
PT11,2038,0,0,12932,12989
PT11,2039,0,0,12965,13024
PT11,2040,0,0,12997,13059
PT11,2041,0,0,13020,13083
PT11,2042,0,0,13042,13108
PT11,2043,0,0,13065,13132
PT11,2044,0,0,13088,13157
PT11,2045,0,0,13110,13181
PT11,2046,0,0,13131,13203
PT11,2047,0,0,13151,13226
PT11,2048,0,0,13171,13248
PT11,2049,0,0,13192,13270
PT11,2050,0,0,13212,13292
PT15,2006,0,0,1629,1629
PT15,2007,0,0,1647,1647
PT15,2008,0,0,1666,1666
PT15,2009,0,0,1684,1684
PT15,2010,0,0,1702,1702
PT15,2011,0,0,1700,1700
PT15,2012,0,0,1698,1698
PT15,2013,0,0,1696,1696
PT15,2014,0,0,1693,1693
PT15,2015,0,0,1691,1691
PT15,2016,0,0,1708,1708
PT15,2017,0,0,1724,1724
PT15,2018,0,0,1740,1741
PT15,2019,0,0,1757,1757
PT15,2020,0,0,1773,1774
PT15,2021,0,0,1789,1791
PT15,2022,0,0,1806,1807
PT15,2023,0,0,1822,1824
PT15,2024,0,0,1838,1840
PT15,2025,0,0,1854,1857
PT15,2026,0,0,1867,1870
PT15,2027,0,0,1879,1882
PT15,2028,0,0,1891,1895
PT15,2029,0,0,1904,1908
PT15,2030,0,0,1916,1921
PT15,2031,0,0,1927,1932
PT15,2032,0,0,1938,1943
PT15,2033,0,0,1949,1954
PT15,2034,0,0,1960,1966
PT15,2035,0,0,1971,1977
PT15,2036,0,0,1979,1986
PT15,2037,0,0,1988,1996
PT15,2038,0,0,1997,2005
PT15,2039,0,0,2006,2014
PT15,2040,0,0,2015,2024
PT15,2041,0,0,2023,2031
PT15,2042,0,0,2030,2039
PT15,2043,0,0,2037,2047
PT15,2044,0,0,2045,2054
PT15,2045,0,0,2052,2062
PT15,2046,0,0,2059,2069
PT15,2047,0,0,2066,2077
PT15,2048,0,0,2073,2084
PT15,2049,0,0,2080,2092
PT15,2050,0,0,2087,2099
PT16,2006,0,0,13898,13898
PT16,2007,0,0,14046,14049
PT16,2008,0,0,14194,14199
PT16,2009,0,0,14342,14350
PT16,2010,0,0,14490,14501
PT16,2011,0,0,14437,14446
PT16,2012,0,0,14384,14392
PT16,2013,0,0,14331,14338
PT16,2014,0,0,14278,14284
PT16,2015,0,0,14225,14229
PT16,2016,0,0,14398,14412
PT16,2017,0,0,14570,14596
PT16,2018,0,0,14743,14779
PT16,2019,0,0,14915,14962
PT16,2020,0,0,15087,15145
PT16,2021,0,0,15191,15258
PT16,2022,0,0,15294,15370
PT16,2023,0,0,15397,15482
PT16,2024,0,0,15501,15594
PT16,2025,0,0,15604,15707
PT16,2026,0,0,15688,15799
PT16,2027,0,0,15772,15892
PT16,2028,0,0,15856,15985
PT16,2029,0,0,15939,16078
PT16,2030,0,0,16023,16171
PT16,2031,0,0,16072,16225
PT16,2032,0,0,16120,16279
PT16,2033,0,0,16169,16334
PT16,2034,0,0,16217,16388
PT16,2035,0,0,16266,16442
PT16,2036,0,0,16314,16497
PT16,2037,0,0,16361,16551
PT16,2038,0,0,16409,16605
PT16,2039,0,0,16457,16659
PT16,2040,0,0,16504,16713
PT16,2041,0,0,16539,16753
PT16,2042,0,0,16573,16792
PT16,2043,0,0,16608,16832
