Region,Year,UrbanMin,UrbanMax,IndustryMin,IndustryMax
MT00,2006,0,0,2169,2169
MT00,2007,0,0,2189,2189
MT00,2008,0,0,2208,2209
MT00,2009,0,0,2228,2229
MT00,2010,0,0,2247,2249
MT00,2011,0,0,2263,2265
MT00,2012,0,0,2279,2282
MT00,2013,0,0,2294,2298
MT00,2014,0,0,2310,2314
MT00,2015,0,0,2326,2330
MT00,2016,0,0,2341,2346
MT00,2017,0,0,2356,2362
MT00,2018,0,0,2372,2378
MT00,2019,0,0,2387,2394
MT00,2020,0,0,2402,2410
MT00,2021,0,0,2415,2424
MT00,2022,0,0,2427,2437
MT00,2023,0,0,2440,2450
MT00,2024,0,0,2453,2463
MT00,2025,0,0,2465,2477
MT00,2026,0,0,2477,2490
MT00,2027,0,0,2490,2503
MT00,2028,0,0,2502,2516
MT00,2029,0,0,2514,2529
MT00,2030,0,0,2527,2542
MT00,2031,0,0,2539,2555
MT00,2032,0,0,2550,2568
MT00,2033,0,0,2562,2581
MT00,2034,0,0,2574,2594
MT00,2035,0,0,2586,2606
MT00,2036,0,0,2597,2618
MT00,2037,0,0,2608,2630
MT00,2038,0,0,2619,2643
MT00,2039,0,0,2630,2655
MT00,2040,0,0,2641,2667
MT00,2041,0,0,2650,2676
MT00,2042,0,0,2659,2686
MT00,2043,0,0,2668,2696
MT00,2044,0,0,2677,2706
MT00,2045,0,0,2686,2716
MT00,2046,0,0,2693,2724
MT00,2047,0,0,2700,2732
MT00,2048,0,0,2708,2740
MT00,2049,0,0,2715,2747
MT00,2050,0,0,2722,2755
