Region;Code;Label;count
HR00;FORFOR;Forest land remaining Forest land;2684407
HR00;FORCRP;Forest land converted to Cropland;561
HR00;FORART;Forest land converted to Artificial land;231
HR00;CRPCRP;Cropland remaining Cropland;1965678
HR00;GRSCRP;Grassland converted to Cropland;105
HR00;GRSGRS;Grassland remaining Grassland;273699
HR00;GRSART;Grassland converted to Artificial land;6724
HR00;ARTART;Artificial land remaining Artificial land;177845
HR00;RESCRP;Residual land converted to Cropland;25
HR00;RESRES;Residual land remaining Residual land;368800
