Label;count
Forest land remaining Forest land;4237164
Cropland remaining Cropland;5325309
Grassland remaining Grassland;400155
Grassland converted to Artificial land;10236
Artificial land remaining Artificial land;465639
Residual land remaining Residual land;433182
