Label;count
Forest land remaining Forest land;3461941
Cropland converted to Forest land;9
Cropland remaining Cropland;1720902
Cropland converted to Grassland;136556
Cropland converted to Artificial land;15001
Cropland converted to Residual land;1265
Grassland converted to Cropland;1342
Grassland remaining Grassland;674261
Grassland converted to Artificial land;7638
Grassland converted to Residual land;31
Artificial land remaining Artificial land;103755
Residual land remaining Residual land;8767
