Label;count
Forest land remaining Forest land;592435
Forest land converted to Cropland;3
Forest land converted to Artificial land;889
Cropland converted to Forest land;13670
Cropland remaining Cropland;3031249
Cropland converted to Grassland;24023
Cropland converted to Artificial land;40364
Grassland converted to Cropland;7
Grassland remaining Grassland;68945
Grassland converted to Artificial land;6
Artificial land remaining Artificial land;253219
Residual land remaining Residual land;71666
