Label;count
Forest land remaining Forest land;592429
Forest land converted to Cropland;3
Forest land converted to Artificial land;895
Cropland converted to Forest land;17721
Cropland remaining Cropland;2926868
Cropland converted to Grassland;92944
Cropland converted to Artificial land;71773
Grassland converted to Cropland;7
Grassland remaining Grassland;68944
Grassland converted to Artificial land;7
Artificial land remaining Artificial land;253219
Residual land remaining Residual land;71666
