Label;count
Forest land remaining Forest land;2201470
Forest land converted to Artificial land;236
Cropland remaining Cropland;1952399
Cropland converted to Grassland;78645
Cropland converted to Artificial land;15658
Grassland converted to Forest land;11
Grassland converted to Cropland;1
Grassland remaining Grassland;267210
Grassland converted to Artificial land;3399
Artificial land remaining Artificial land;268157
Residual land remaining Residual land;41789
