Label;count
Forest land remaining Forest land;785897
Cropland remaining Cropland;1351375
Cropland converted to Grassland;11267
Cropland converted to Artificial land;92041
Grassland converted to Cropland;8
Grassland remaining Grassland;383205
Grassland converted to Artificial land;7464
Artificial land remaining Artificial land;597416
Residual land remaining Residual land;16104
