Label;count
Forest land remaining Forest land;4237164
Cropland converted to Forest land;4
Cropland remaining Cropland;5114081
Cropland converted to Grassland;72656
Cropland converted to Artificial land;138568
Grassland converted to Cropland;5824
Grassland remaining Grassland;386955
Grassland converted to Artificial land;17612
Artificial land remaining Artificial land;465639
Residual land remaining Residual land;433182
