Label;count
Forest land remaining Forest land;29495541
Forest land converted to Grassland;661
Forest land converted to Artificial land;14155
Cropland remaining Cropland;3715829
Cropland converted to Grassland;2165
Cropland converted to Artificial land;2120
Grassland remaining Grassland;260657
Grassland converted to Artificial land;1150
Artificial land remaining Artificial land;528298
Residual land remaining Residual land;2953481
