ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
EE00;563194;574571;0.00999943;574571;-100000;355079;362252;0.00999957;355079;100000;4995;5096;0.0100089;5096;-574988;0;0;;0;-68472

"DiscrAlloc completed for 63 tiles with a total magnified suitability of 68301792310 over 4087020 land units = 16711.881104 per land unit, which is optimal"
