Label;count
Forest land remaining Forest land;2780044
Forest land converted to Artificial land;3517
Cropland converted to Forest land;972394
Cropland remaining Cropland;2435694
Cropland converted to Grassland;187476
Cropland converted to Artificial land;81860
Grassland converted to Forest land;5874
Grassland remaining Grassland;796439
Grassland converted to Artificial land;6773
Artificial land remaining Artificial land;457941
Residual land remaining Residual land;27593
